"tax","income","csp","age","educ","marital","race","sex","ss"
1800,42674,0,77,"39","4","1","2",12546
14400,51430,0,66,"40","1","1","1",12174
0,27381,0,33,"43","5","1","2",0
380,24500,0,36,"39","1","1","1",0
0,15000,0,32,"39","6","1","2",0
0,48880,0,43,"39","1","1","1",0
1200,54200,0,57,"36","1","1","2",0
0,1700,0,30,"33","6","1","2",0
0,46030,0,20,"43","7","1","2",0
0,17433,0,37,"42","5","1","1",0
500,93428,0,38,"40","1","1","1",0
415,10280,0,88,"34","4","1","2",10146
0,40000,0,33,"44","7","1","2",0
2600,58455,0,46,"40","7","1","1",0
4627,109665,0,27,"44","7","2","2",0
1680,30048,0,81,"39","1","1","1",14946
241,30000,0,62,"40","1","1","1",6300
0,34424,0,30,"43","7","1","1",0
0,54225,0,27,"39","7","1","1",0
0,44257,0,33,"43","1","1","1",0
2200,35961,0,76,"39","1","1","1",7638
950,50208,0,55,"40","1","1","1",0
0,28000,0,56,"43","5","1","2",0
0,18490,0,33,"41","5","1","2",0
1200,45104,0,36,"39","7","1","1",0
0,72000,0,24,"43","7","1","1",0
1000,91684,0,39,"40","1","1","1",0
0,23000,0,44,"43","6","1","2",0
800,26614,0,80,"39","1","1","1",6096
780,69428,0,70,"39","1","4","1",16146
1600,112000,0,39,"39","5","1","1",0
420,21261,0,76,"39","4","1","2",10134
2150,101079,0,40,"42","1","1","2",0
0,58000,0,26,"44","1","1","1",0
900,50111,0,59,"39","5","1","1",0
0,31000,0,40,"40","1","1","1",0
200,24432,0,44,"36","1","1","1",0
673,72949,0,49,"40","3","1","2",0
830,53888,0,43,"39","1","1","1",0
450,110302,0,55,"40","1","1","2",0
1288,147162,0,24,"43","7","1","1",0
700,42346,0,60,"34","5","1","2",0
65,53114,0,20,"36","7","1","1",0
90,20384,0,64,"40","4","2","2",9000
2600,27200,0,68,"33","1","1","1",14406
0,32233,0,71,"40","1","1","1",900
2500,67200,0,48,"39","1","1","2",0
0,34664,0,85,"39","4","1","1",18546
0,25000,0,24,"40","7","1","1",0
0,50040,0,26,"43","1","1","1",0
0,13000,0,38,"39","1","1","2",0
120,47400,0,38,"43","1","1","1",0
2734,68600,0,38,"39","1","1","1",0
0,30712,0,57,"43","7","1","1",0
17,38000,0,42,"39","1","1","2",0
1200,25000,0,21,"40","7","1","2",0
320,31364,0,69,"39","1","2","2",12546
0,34040,0,30,"43","1","1","1",0
1923,97676,0,46,"39","1","1","1",0
369,73696,600,41,"42","1","1","2",0
0,24704,0,38,"40","5","1","2",0
2500,83868,0,45,"39","1","1","1",0
1400,167500,0,56,"44","1","1","1",0
2236,138011,0,51,"45","1","1","1",0
0,6547,396,23,"36","7","1","2",0
210,77377,0,48,"40","3","1","1",0
168,99000,0,34,"37","1","1","1",0
400,20141,0,30,"40","7","1","2",0
65,41318,0,29,"39","5","1","2",0
0,70500,0,19,"39","7","1","1",0
0,52500,0,52,"39","1","1","1",0
650,11624,0,39,"40","7","1","1",9906
988,29946,0,61,"40","1","1","2",0
1100,159418,0,41,"46","1","1","1",0
2500,61062,0,26,"39","1","1","1",0
0,17972,0,65,"39","1","2","1",10158
6000,85361,0,51,"44","5","2","2",0
750,47788,0,57,"39","4","1","1",0
761,57000,0,45,"36","5","1","1",0
2400,52126,0,53,"39","1","1","2",0
700,51000,0,36,"40","5","1","2",8400
0,23000,0,25,"39","7","1","1",0
0,20100,600,33,"36","7","1","2",0
0,23267,0,44,"33","6","1","1",0
984,38292,0,59,"39","5","1","1",0
0,17510,500,26,"40","7","2","2",0
500,402674,0,47,"44","1","1","2",0
450,29400,0,72,"39","4","1","2",13158
0,12300,0,50,"37","6","1","2",0
444,65000,0,50,"40","1","4","1",0
740,10000,0,57,"41","6","1","1",0
0,10600,0,23,"39","7","1","2",0
0,67729,0,39,"39","7","2","2",0
1413,92511,0,46,"39","1","1","1",0
1200,61995,0,55,"35","1","1","1",0
157,44425,0,39,"43","7","4","2",0
0,36000,0,31,"40","7","1","2",0
5000,95284,0,48,"42","1","2","2",0
1500,66289,0,51,"44","1","1","1",0
1000,102112,0,47,"43","1","1","2",0
1000,54878,0,69,"42","1","1","2",6540
0,10400,0,52,"40","1","1","1",0
1697,18800,0,41,"34","1","1","1",0
100,22000,0,65,"39","1","1","1",11322
1240,74188,0,39,"43","1","1","1",0
500,61992,0,45,"39","1","1","1",0
850,59700,0,44,"40","1","1","1",0
0,54000,0,39,"36","1","1","2",0
0,46000,0,61,"39","1","1","1",0
1763,51325,0,43,"44","5","1","1",0
0,6240,0,71,"32","4","1","2",6114
0,18200,0,38,"39","1","1","1",0
1600,178712,0,37,"39","1","1","2",0
2250,83824,0,45,"39","1","1","1",0
0,14600,0,45,"39","5","2","2",0
1600,43300,0,41,"40","7","1","2",0
0,52000,0,35,"32","5","2","2",0
4100,51850,0,36,"40","1","1","1",0
0,42400,0,31,"43","1","1","1",0
0,91886,0,38,"43","1","1","2",0
360,18663,0,52,"42","7","1","1",0
0,25474,0,35,"36","6","2","2",0
0,27962,0,65,"43","5","1","2",0
1029,24000,0,36,"39","1","1","1",0
0,6912,0,75,"35","5","1","2",3990
400,27002,0,74,"40","1","1","1",12546
1435,78066,0,35,"40","5","1","1",0
758,50222,0,73,"35","4","3","2",15870
1500,73492,0,59,"39","5","1","1",0
0,26650,0,25,"40","7","3","1",0
550,79200,0,34,"40","1","1","1",0
119,145372,0,42,"40","1","1","1",0
0,6000,6000,39,"39","7","1","2",0
0,39178,0,34,"43","1","1","1",0
340,13939,0,49,"39","7","1","2",0
2000,50085,0,43,"40","1","1","2",10409
0,20900,0,58,"39","5","1","2",0
0,36000,0,29,"42","5","1","1",0
0,25418,0,83,"44","7","1","2",10566
795,47242,0,30,"36","1","1","1",0
858,109545,0,44,"44","1","1","1",0
0,31920,4320,41,"40","5","1","2",0
5000,77276,0,52,"39","1","1","1",0
0,20160,0,84,"39","4","1","2",7542
1300,102830,0,51,"43","1","1","2",0
0,37015,0,22,"39","7","1","1",0
0,40558,558,39,"41","5","1","2",0
400,77406,0,47,"42","1","1","1",0
3700,44986,0,83,"40","1","1","1",0
0,28800,0,46,"39","5","1","2",0
500,50226,0,63,"39","4","1","2",5673
325,24696,0,68,"39","1","1","1",8546
0,50777,0,32,"40","1","1","2",0
0,35108,0,48,"40","7","1","2",0
0,33715,0,32,"43","7","1","2",0
0,34000,0,52,"39","1","1","1",0
3000,50499,0,48,"39","1","1","1",0
4316,50993,0,70,"43","1","1","1",4074
1578,80057,0,62,"46","7","1","1",0
0,27000,0,27,"39","7","1","1",0
1200,15440,3120,45,"40","5","1","2",0
0,16400,0,39,"39","1","1","1",0
4000,312839,0,41,"46","1","1","1",0
844,21500,0,41,"34","7","1","1",0
800,40106,0,35,"43","1","1","1",0
770,37600,0,71,"40","1","1","1",12546
0,20244,0,80,"39","1","1","1",0
828,53888,0,53,"39","1","1","1",0
0,53300,0,41,"40","1","1","1",0
3000,42300,0,65,"44","5","1","2",2038
3451,133638,0,43,"44","1","1","1",0
0,48096,0,48,"40","1","1","1",0
3400,23753,0,84,"42","4","1","1",15720
0,11768,0,23,"43","7","2","2",0
0,6846,0,79,"37","4","2","2",6042
0,36029,0,37,"32","1","1","1",0
3000,44582,0,49,"39","7","1","1",0
241,28049,0,42,"39","1","1","2",0
0,26000,0,55,"39","4","1","1",0
0,18000,0,49,"43","4","2","2",0
980,28800,0,69,"40","1","1","1",8040
0,36000,0,39,"40","3","1","1",0
0,25878,400,26,"39","7","1","2",0
4000,76000,0,82,"32","4","1","2",8346
0,11887,0,34,"39","7","1","2",5400
1540,72686,0,46,"43","1","1","1",0
93,17905,0,66,"39","1","1","1",11346
90,22182,0,60,"39","4","1","2",0
0,25000,0,38,"40","1","1","1",0
420,27582,0,71,"39","1","1","1",12006
0,76918,0,34,"39","7","1","1",0
0,34000,0,36,"39","7","1","1",0
0,6030,0,80,"39","5","1","2",0
0,17780,0,30,"39","7","1","2",0
0,29305,0,46,"42","4","1","2",0
284,20000,0,38,"40","1","1","1",0
0,230404,0,39,"39","5","1","1",0
0,63849,0,21,"39","7","1","1",0
0,27000,0,25,"39","7","1","2",0
0,26200,0,26,"33","1","2","2",4746
1729,137297,0,79,"39","1","1","1",13146
1171,36327,0,70,"46","1","1","1",11346
520,18444,0,47,"39","5","1","2",0
0,46020,0,52,"39","5","1","2",0
0,95000,0,49,"44","5","1","1",0
250,26352,0,67,"34","1","1","1",9600
0,40101,0,61,"39","4","1","1",5125
613,49055,0,64,"44","4","1","2",0
2240,48000,0,49,"40","5","1","1",0
0,42901,0,23,"43","7","1","1",0
980,87050,0,53,"41","1","1","1",0
0,23308,0,39,"35","7","1","1",0
1160,90130,0,48,"46","1","2","1",0
0,5000,0,24,"35","7","1","1",0
1267,90000,0,40,"41","1","1","1",0
0,10496,0,60,"35","1","2","1",7314
1247,7212,0,83,"39","4","1","2",4530
664,21990,0,34,"39","7","2","2",0
2300,58016,0,32,"39","1","1","2",0
3500,162158,0,58,"44","1","1","1",0
368,4500,0,32,"37","1","1","1",0
0,15682,0,51,"44","5","1","2",0
269,33000,0,51,"39","1","1","1",0
3300,54410,0,42,"40","1","1","1",0
232,27016,0,61,"39","1","1","1",15570
911,8216,0,58,"36","4","1","2",0
780,39502,0,24,"39","1","1","2",0
1900,86839,0,38,"43","1","1","1",0
0,34000,0,61,"39","5","1","1",0
0,38400,0,41,"37","1","1","1",14682
250,80048,0,38,"44","1","1","1",0
60,17898,0,59,"39","1","1","1",0
664,55646,0,56,"43","1","1","1",0
0,69399,0,38,"44","6","1","2",0
1784,54606,0,50,"42","1","1","1",0
2500,70100,0,53,"43","1","1","1",0
2557,40300,0,58,"40","1","1","1",0
0,26000,0,48,"39","6","1","1",0
347,18206,0,89,"34","4","1","2",8442
600,52067,0,23,"39","1","1","2",0
1000,50000,0,46,"39","1","1","1",0
0,16000,0,24,"40","5","1","2",0
0,25721,0,29,"41","7","4","1",0
500,7943,0,82,"43","1","1","1",4086
574,64738,0,35,"43","1","1","2",0
0,37214,0,39,"32","1","1","1",0
0,57472,0,53,"43","1","1","1",0
910,52000,0,46,"40","1","1","1",0
1300,80150,0,58,"39","1","1","1",0
0,22199,0,66,"33","4","1","2",3059
0,28995,0,53,"36","1","1","2",4200
200,14058,0,60,"36","5","2","2",0
880,33354,0,77,"34","1","1","1",0
2000,44638,0,62,"41","1","1","1",0
0,24680,0,23,"39","7","1","2",0
0,268395,0,55,"40","1","1","2",0
853,23945,0,81,"39","1","1","2",4446
1300,224978,0,51,"39","1","1","2",0
0,64000,0,55,"35","1","1","1",0
769,16950,0,74,"36","4","2","2",7638
1371,63000,1820,32,"40","1","1","2",0
2800,57030,0,56,"40","1","2","1",0
1200,64830,0,32,"43","7","1","1",0
0,15031,0,58,"34","1","1","1",0
2800,46100,0,66,"46","7","1","1",30546
0,17408,0,43,"33","1","1","1",0
2500,66426,0,58,"39","1","1","1",0
900,46960,0,62,"39","1","1","1",7020
2163,54705,0,32,"43","1","1","1",0
2754,27406,0,66,"41","4","1","1",11274
286,18170,0,64,"39","1","1","1",3546
0,23414,0,59,"35","4","2","2",0
0,19476,0,49,"39","1","1","1",0
714,126214,0,47,"39","1","1","1",0
0,22000,0,40,"40","1","1","1",0
0,17700,0,65,"34","7","1","2",6132
1400,55608,0,65,"44","1","2","1",11946
120,347562,0,66,"45","1","1","1",0
880,27924,0,34,"40","1","1","1",0
0,24001,0,22,"40","7","1","2",0
0,97000,0,19,"40","7","1","1",0
1100,40205,0,53,"43","7","1","1",0
3140,40020,0,72,"41","1","1","2",7746
1150,31200,0,49,"39","1","1","1",0
0,18322,0,50,"39","1","1","1",0
1485,45606,0,71,"39","4","1","2",10458
0,7680,0,27,"39","6","1","1",0
0,16560,0,60,"41","5","1","2",8046
1056,40026,0,24,"39","7","1","2",0
0,79926,0,47,"46","4","1","2",0
3047,132560,0,31,"45","7","1","2",0
868,42298,0,33,"33","7","4","1",0
145,7530,0,67,"37","4","2","2",4951
1100,62300,0,36,"43","1","1","1",0
0,63898,0,28,"39","1","1","2",0
1500,11787,0,89,"40","4","1","2",11000
424,49000,0,71,"40","1","1","1",12546
1554,40730,0,36,"40","1","1","1",0
3500,30136,0,70,"43","1","1","1",8946
858,46766,0,30,"43","1","1","1",0
380,74462,0,38,"44","1","1","1",0
395,28152,0,80,"39","4","1","2",9090
1600,34903,0,36,"39","7","1","1",0
2200,55024,0,47,"44","1","1","1",0
1600,46643,0,45,"40","1","1","1",0
482,20300,0,39,"39","6","1","2",0
0,56750,0,50,"45","7","1","1",0
0,36514,0,41,"40","1","1","2",0
0,140249,0,36,"43","1","1","2",0
3802,128280,0,57,"39","1","1","1",0
0,37200,4200,38,"39","5","1","2",0
0,40760,0,28,"39","7","3","1",0
0,26400,0,33,"42","7","1","2",0
5000,103850,0,60,"44","1","1","2",0
0,56340,0,53,"43","1","1","1",0
2500,65324,0,37,"41","1","1","1",0
2800,23636,0,75,"39","1","1","1",12486
0,36000,0,39,"40","5","4","1",0
800,13307,0,74,"39","4","1","2",12678
582,59591,0,44,"43","7","1","2",0
2400,153800,0,45,"45","1","1","1",0
4400,85242,0,56,"43","1","4","2",0
1200,29800,0,41,"40","4","1","2",2094
0,21010,0,28,"43","7","1","2",0
0,20000,0,35,"37","7","1","1",0
1337,8658,0,87,"36","4","1","2",8346
1785,82477,0,48,"39","1","1","1",0
6500,69231,0,61,"39","1","1","1",0
4000,26857,0,82,"39","4","1","2",13902
0,150100,0,32,"42","1","1","2",0
1590,269204,0,46,"45","1","1","1",0
222,98242,0,49,"44","1","1","2",0
0,14172,0,32,"34","1","2","2",0
9997,82484,0,52,"40","7","2","2",0
0,28360,0,30,"40","6","1","2",0
847,23978,0,70,"41","1","1","1",11550
0,17685,0,69,"36","4","1","2",11862
350,50147,0,59,"33","1","1","1",0
0,27050,0,43,"33","1","1","1",0
0,31328,988,38,"42","7","1","2",0
1800,26162,0,41,"43","1","1","2",11292
1900,88019,0,43,"44","1","1","2",0
1200,179775,0,48,"39","1","2","1",0
0,16640,0,30,"33","1","1","1",0
0,83790,0,45,"41","6","1","1",0
289,27514,0,50,"40","1","1","1",0
1200,15755,0,26,"39","1","2","1",0
850,55668,0,35,"40","5","1","2",0
0,14108,0,35,"39","7","2","1",0
0,22638,180,32,"39","1","1","2",0
75,34562,0,59,"34","4","1","2",6270
0,15400,0,29,"35","7","2","1",0
175,27000,0,49,"40","1","1","1",0
4000,87952,0,40,"46","1","1","1",0
0,10000,0,49,"40","5","1","2",0
0,15936,0,25,"39","7","1","1",0
1250,66760,0,39,"43","1","1","2",0
1396,414001,0,68,"40","1","1","1",4964
0,12288,0,24,"40","7","2","2",0
350,71251,0,21,"41","1","1","2",0
4000,57568,0,51,"40","1","1","2",0
0,5716,0,23,"39","1","1","2",0
302,11514,0,69,"36","4","1","2",9570
2800,24000,0,22,"40","7","1","2",0
700,40174,0,19,"39","7","2","1",0
0,11750,0,34,"39","2","1","2",0
3571,73687,0,39,"41","1","1","1",0
0,61000,0,35,"43","1","1","1",0
0,40000,0,62,"39","6","2","2",0
0,25000,0,35,"34","1","1","1",0
400,51680,0,53,"40","7","1","1",0
4600,131000,0,68,"44","1","1","1",17886
0,9200,1040,26,"40","1","4","2",0
940,69500,0,41,"43","1","1","1",0
2243,76001,0,46,"43","1","1","1",0
980,46020,0,28,"44","1","1","2",0
0,66720,0,37,"33","1","1","2",0
0,6012,0,48,"34","5","1","1",0
692,82900,0,15,"37","7","1","1",0
1251,40600,0,41,"40","1","1","2",0
0,15000,0,46,"39","5","1","1",0
400,60500,0,46,"39","1","4","1",0
646,52312,0,58,"37","1","1","1",0
65,18000,0,20,"39","1","1","1",0
2600,76501,0,32,"46","1","1","1",0
840,51420,0,80,"34","1","1","1",4026
0,96000,0,47,"43","7","1","1",0
0,20000,0,47,"39","5","1","2",0
1500,40660,0,71,"43","1","1","1",8934
1535,9322,0,57,"44","5","1","2",0
2510,83200,0,76,"39","4","1","2",13000
