"tax","income","csp","age","educ","marital","race","sex","ss"
3500,61109,0,77,"39","1","1","1",6703
1300,24533,0,31,"43","1","1","1",0
5043,42560,0,67,"39","1","1","2",0
0,47472,0,83,"40","1","1","2",0
0,89065,0,40,"39","1","1","2",0
1866,16228,0,69,"43","1","1","2",0
47,59099,0,36,"39","7","1","2",0
0,60993,0,70,"39","5","1","1",11468
282,42156,0,76,"40","1","1","1",0
1671,39910,0,33,"39","7","1","2",0
900,28588,0,37,"43","7","1","2",0
0,17296,0,73,"43","1","1","2",11637
2969,277558,6200,44,"41","5","1","1",0
512,80591,0,86,"40","1","1","1",9878
0,15374,0,65,"37","7","1","1",12066
0,47567,0,41,"39","1","1","1",0
2686,41737,0,76,"35","5","2","1",0
0,19837,0,44,"39","7","1","1",2
0,43187,0,47,"40","1","1","1",0
3565,30080,0,63,"39","7","1","1",0
307,24575,0,52,"44","5","1","2",0
800,21319,0,72,"40","1","1","1",8887
1462,71530,0,44,"40","1","1","2",0
48,146686,0,57,"39","1","1","1",1
500,92184,0,76,"39","5","1","2",11903
3079,36899,0,55,"37","1","1","2",2
2904,18962,0,35,"39","1","1","2",0
1900,6113,0,70,"41","1","1","1",0
3100,36678,0,45,"40","1","2","1",0
1888,18911,598,23,"39","7","1","2",0
338,25599,0,25,"39","1","1","2",1
220,20525,0,45,"42","4","1","1",0
295,9688,0,55,"33","1","1","1",0
600,26718,0,43,"43","7","1","2",0
6000,50672,0,42,"39","1","1","1",0
0,36000,0,26,"42","6","2","1",0
273,10246,0,38,"40","1","1","1",0
0,14965,0,76,"39","4","1","1",0
3,46979,0,49,"39","6","1","2",0
1800,6195,0,55,"39","4","1","2",14644
1300,18187,0,53,"43","1","1","1",0
230,10311,0,76,"36","1","2","2",0
728,16430,0,33,"40","1","1","1",0
1960,84751,0,44,"43","1","1","1",0
4500,29667,0,77,"39","1","1","2",0
290,186000,0,74,"43","7","3","2",0
3926,4918,0,38,"44","5","1","1",0
3267,35400,0,57,"34","1","1","1",0
1079,40718,0,63,"36","1","2","1",0
0,60939,0,47,"44","1","1","2",0
898,33546,0,34,"43","5","1","2",0
418,4900,0,38,"33","7","1","2",8870
390,2820,0,46,"44","7","1","1",11273
0,77063,0,73,"33","1","1","2",9244
688,124509,0,25,"39","1","2","1",0
808,12113,0,51,"44","4","1","1",0
0,120374,0,61,"45","1","1","1",0
0,77213,0,65,"39","2","3","1",0
895,51219,0,68,"43","4","1","1",0
1116,29686,0,50,"39","1","1","2",0
1267,54573,0,26,"43","1","1","2",0
0,51210,0,86,"43","1","1","2",0
1300,54938,0,33,"39","4","1","2",0
1000,31513,0,68,"43","5","1","1",7170
530,30293,0,70,"40","1","4","1",6271
0,137694,0,36,"40","5","1","1",0
118,20230,0,29,"40","1","1","1",6731
0,24349,0,45,"35","1","1","2",0
8000,10617,0,58,"40","1","1","2",0
331,42327,0,31,"43","1","1","1",0
0,19466,0,57,"39","7","1","2",5058
0,11368,0,58,"39","7","1","1",0
0,39642,0,68,"45","5","1","1",9475
0,33139,0,37,"37","7","2","2",0
1116,43687,0,53,"43","1","1","2",0
2114,23846,0,34,"39","7","1","1",0
0,37442,0,73,"39","7","2","2",0
0,53337,0,74,"46","1","1","1",0
0,46595,0,43,"39","1","1","2",0
1200,120095,0,64,"43","6","1","1",0
1462,45686,0,56,"43","1","1","1",0
1000,29847,0,27,"43","5","1","1",0
550,39580,0,45,"39","3","1","1",0
2200,75289,0,67,"36","1","1","1",0
365,101147,0,47,"35","1","2","1",0
0,74445,0,40,"43","1","1","1",8423
1089,28838,0,20,"39","1","1","1",0
3225,23257,0,41,"41","1","1","1",13980
0,78569,0,21,"45","1","1","2",0
600,161253,0,32,"43","1","1","1",0
886,20647,0,70,"41","6","1","2",6605
0,54986,0,37,"40","7","1","2",6030
800,126184,0,78,"39","1","1","2",0
0,2004,0,49,"40","1","1","2",0
1818,37004,0,52,"37","1","1","1",0
0,40730,0,41,"40","4","1","2",0
0,13265,0,31,"42","5","1","1",7280
9929,48157,0,62,"43","7","1","1",7651
0,71012,0,37,"43","5","2","2",0
0,177012,0,45,"43","1","1","2",6
2124,77229,0,72,"39","5","1","2",0
712,28326,0,55,"39","7","1","2",0
3764,53644,0,46,"44","1","1","1",0
0,41370,0,48,"43","1","1","1",0
0,142317,0,38,"36","1","4","2",7126
2400,69735,0,68,"36","1","1","2",0
505,66938,0,54,"39","3","1","1",8776
164,88753,0,38,"39","1","2","1",0
140,51383,0,66,"43","1","1","1",0
1300,23516,1171,33,"40","1","2","2",8442
530,38438,0,37,"39","5","1","1",0
0,71180,0,30,"38","1","1","1",0
2225,19360,0,25,"40","4","1","2",0
0,29509,0,48,"32","1","1","1",9213
0,66157,0,44,"40","7","1","2",0
750,72308,0,49,"40","1","1","2",9129
0,62421,0,38,"45","7","1","2",11831
2969,29049,0,38,"39","1","1","1",0
10600,31165,0,51,"39","5","1","1",0
5000,20119,0,53,"41","1","1","1",8237
153,124922,0,83,"40","1","2","1",0
4200,31513,752,54,"34","5","1","2",0
0,36225,0,53,"40","5","1","1",0
800,69628,0,61,"44","7","1","1",0
1300,12419,0,36,"39","1","4","2",0
1100,124877,0,38,"39","1","1","1",0
0,7477,0,40,"39","7","1","2",1
3100,25227,0,53,"33","7","1","1",6
130,46431,0,32,"34","5","1","2",0
0,37942,0,21,"39","1","1","2",10731
0,58908,0,58,"43","7","1","2",0
0,23184,0,29,"39","1","4","1",0
0,33169,0,32,"40","1","1","1",14353
1603,10894,0,60,"39","4","4","2",9555
1100,77533,0,73,"39","7","1","1",0
540,25077,0,73,"39","1","1","1",0
0,40057,0,63,"34","1","2","1",14991
4000,20714,0,31,"39","1","1","2",7604
787,43981,0,43,"34","1","1","1",5283
1444,52692,0,43,"40","1","1","1",0
0,124912,0,44,"44","7","1","1",8875
144,126586,0,27,"44","1","1","2",0
1247,48002,0,49,"44","1","1","1",8993
1260,42805,0,66,"43","3","1","1",0
1183,137634,0,53,"39","6","1","1",0
596,68544,0,38,"39","1","1","1",0
589,19544,0,46,"40","1","1","1",11234
515,68847,0,56,"39","7","1","1",0
656,70868,0,48,"41","5","1","1",0
886,70017,0,65,"46","5","1","1",13035
0,21897,0,58,"35","7","1","1",11497
2738,36826,0,70,"34","1","1","2",1
1148,45069,0,28,"43","1","1","2",8655
0,87504,0,50,"41","7","1","1",0
172,45094,0,52,"39","1","1","2",0
977,78033,0,69,"40","5","1","1",0
3643,59994,0,26,"35","1","1","1",0
195,195926,0,77,"39","1","1","1",1
55,88952,0,46,"36","7","1","1",0
521,29655,0,76,"40","1","2","1",0
0,59735,0,25,"33","1","1","1",1
0,25525,0,78,"39","5","1","1",0
5156,17022,0,31,"44","1","1","1",0
0,40497,0,66,"34","4","1","1",0
332,26419,0,48,"46","5","1","1",0
485,50292,0,63,"31","1","2","2",0
199,6353,0,56,"44","4","1","2",0
1256,27727,0,62,"39","1","1","2",0
246,68390,0,50,"44","1","1","2",0
800,12603,0,83,"44","5","1","1",0
0,14579,0,85,"40","4","1","2",0
1000,152935,0,26,"40","5","1","1",0
0,79217,0,30,"40","1","2","1",0
1700,57268,0,88,"40","7","1","1",0
0,35000,0,32,"34","1","1","1",10582
0,80455,0,25,"39","1","1","1",0
54,582,0,32,"35","1","1","2",10114
0,18164,0,50,"43","4","1","2",0
1912,38442,0,42,"39","1","1","1",0
0,25060,0,44,"36","7","1","2",0
293,85084,0,37,"36","7","1","1",0
1751,14769,0,42,"40","1","1","1",0
241,25503,0,65,"39","5","1","2",0
0,39461,0,37,"43","7","1","1",0
400,22451,0,48,"40","1","1","1",6693
2100,96126,0,30,"39","3","1","1",0
0,25000,0,57,"43","1","1","1",0
3000,94895,0,48,"36","1","1","1",0
46,241741,0,49,"43","1","1","1",0
1283,36311,0,49,"42","6","1","1",0
0,42051,0,72,"39","1","1","1",0
1041,136693,0,35,"39","1","2","1",2093
0,27010,0,27,"36","7","1","1",0
1100,60561,0,32,"39","5","1","1",0
0,12924,0,68,"42","1","1","2",0
0,48527,0,54,"43","5","1","1",0
0,22877,0,52,"43","2","1","1",0
234,49289,0,33,"39","7","1","1",3307
900,31284,0,43,"43","1","1","1",0
445,184688,0,52,"40","7","1","2",0
688,99750,0,31,"36","1","1","1",0
101,18881,0,25,"40","1","1","1",0
1100,62882,0,51,"39","4","1","1",0
698,52871,0,24,"43","7","1","2",0
3851,99654,0,42,"40","5","1","1",0
0,50713,0,36,"40","1","1","2",4856
1183,24285,0,41,"43","5","1","1",0
0,15106,0,53,"35","5","1","2",0
1107,135999,0,60,"40","4","1","1",0
2200,67869,0,44,"34","4","1","1",12425
0,58969,0,56,"39","7","1","2",0
0,34264,0,28,"33","1","1","1",0
0,54970,0,49,"44","1","2","1",0
300,85665,0,28,"37","7","1","1",0
1593,49532,0,52,"36","1","1","1",0
600,31682,0,30,"43","1","1","1",11094
1800,42830,0,77,"39","1","1","1",0
8298,39017,0,80,"46","5","1","2",1
350,41438,0,54,"39","1","1","2",0
1183,82096,0,53,"37","6","1","1",0
2023,35500,0,75,"39","4","1","2",0
1228,100464,0,57,"39","1","1","1",0
1574,94492,5632,45,"40","6","4","1",0
433,9802,0,54,"32","1","1","2",9315
0,103414,0,42,"41","1","4","1",0
667,34533,0,34,"40","3","1","2",0
0,34415,0,88,"36","7","1","2",0
83,52615,2491,53,"44","5","1","2",0
0,35377,0,43,"40","7","1","1",0
688,136825,0,38,"40","1","4","1",15793
3000,34110,0,77,"40","1","1","1",0
1200,52023,0,70,"43","5","1","1",0
199,120422,0,54,"39","7","1","1",0
0,26404,0,37,"40","7","1","2",0
1236,76308,0,86,"39","1","1","1",0
600,42349,0,41,"43","1","2","2",0
367,41905,7231,22,"42","1","2","1",0
0,41424,0,25,"43","1","1","1",0
0,20795,0,58,"44","4","1","2",0
900,20998,0,38,"39","1","1","1",0
746,102411,0,32,"43","5","1","1",2975
0,29195,0,73,"46","4","1","1",11260
0,104878,0,74,"44","4","2","2",2760
1318,6015,0,74,"39","1","1","2",0
0,133353,0,73,"43","1","1","1",0
850,58830,0,48,"39","4","1","1",0
491,18705,0,62,"40","4","1","1",0
0,36344,0,42,"43","1","1","2",1
377,11282,0,41,"39","1","2","2",0
772,74651,0,50,"41","6","1","2",0
0,58314,0,40,"44","7","1","1",0
480,28858,0,36,"39","5","1","2",11317
2000,46048,0,54,"43","1","1","1",1
288,50981,0,28,"33","1","1","1",0
87,29505,0,53,"43","7","1","1",0
3963,79074,0,24,"39","7","1","1",0
3574,75901,0,51,"39","5","1","1",15177
149,35179,0,46,"40","1","1","2",9382
9300,68827,0,49,"43","1","1","1",0
1200,144120,0,36,"41","1","1","1",3419
0,34798,0,53,"43","5","1","2",5
3075,15688,0,48,"39","1","1","1",9761
220,14908,0,42,"43","5","1","1",0
392,98288,0,63,"40","1","1","1",0
300,19885,0,65,"44","5","1","2",0
0,86681,0,47,"39","5","1","1",0
1700,25257,0,56,"43","1","4","1",0
0,14280,0,44,"39","1","2","1",0
946,58298,0,36,"39","7","1","1",0
3800,66501,0,56,"39","1","1","2",14480
0,47050,0,78,"44","1","1","1",1724
6088,122841,0,35,"40","7","1","1",0
863,20774,0,57,"35","5","1","2",0
225,34652,0,49,"40","4","1","1",9799
2000,12851,0,39,"39","1","1","1",0
658,51218,0,37,"37","4","1","2",0
2969,72713,0,45,"38","7","1","1",0
1261,67566,0,45,"43","5","1","2",0
0,19909,0,72,"44","7","1","2",0
0,91000,0,28,"39","1","1","1",24275
1281,8573,0,44,"40","1","1","2",8924
935,15809,0,38,"39","1","1","1",0
274,76332,0,40,"39","4","1","1",1
0,60835,0,23,"43","1","1","1",0
116,28,0,39,"40","1","1","1",0
1,131113,0,74,"35","6","1","1",0
0,16699,0,21,"37","1","3","1",0
1050,25315,0,29,"39","1","2","1",0
0,68000,0,39,"39","1","4","2",0
80,108573,0,71,"43","5","1","1",0
866,294644,0,50,"41","1","1","1",10029
532,15099,0,43,"46","1","1","2",0
4200,40312,0,66,"45","1","2","1",0
0,10358,0,37,"39","1","1","1",0
1,40016,0,28,"44","7","1","1",0
4821,84668,0,39,"37","4","1","1",0
0,25010,0,48,"39","5","1","2",0
916,117717,482,47,"40","1","3","1",0
550,27316,0,39,"39","5","3","1",0
1200,93904,0,43,"39","1","1","1",0
0,60020,0,44,"34","7","1","2",0
0,44022,0,49,"35","5","1","2",0
393,36690,0,31,"42","4","1","2",0
0,39020,0,38,"39","1","1","1",0
1419,28466,0,33,"39","1","2","2",0
1027,153142,0,22,"39","1","2","2",10932
0,122660,0,40,"33","7","1","1",0
408,121814,0,21,"39","1","1","2",13388
0,106214,0,18,"32","1","1","1",6774
378,50353,0,71,"39","5","1","1",14914
1336,71555,0,60,"34","1","1","2",0
1382,42933,0,63,"39","5","1","1",0
0,12546,0,28,"40","1","1","1",0
1500,353444,0,64,"34","1","1","1",27615
985,10575,0,59,"43","1","1","1",0
307,132133,0,37,"41","4","1","2",0
570,16044,0,42,"39","1","1","1",0
1098,34129,0,59,"39","7","1","1",0
2197,54353,0,48,"35","5","1","2",0
2486,68676,0,49,"35","1","1","2",0
1179,33119,0,53,"44","1","1","1",0
1556,96482,0,59,"36","3","2","2",10051
589,26258,8095,31,"34","1","1","2",12992
0,71474,0,43,"44","1","1","1",0
1062,25440,0,36,"39","1","3","1",13322
2000,110347,0,29,"39","7","1","2",0
0,153739,0,39,"42","1","1","2",9040
0,50424,0,20,"39","4","1","1",0
2820,29802,0,45,"39","7","2","2",8274
2124,7846,3588,36,"39","1","1","2",11270
0,43000,0,53,"43","5","2","2",0
600,32550,0,73,"37","4","1","1",0
300,26480,0,49,"45","1","2","2",0
725,68639,0,82,"44","1","1","2",0
1084,83177,0,41,"40","7","1","1",0
1977,18495,3876,24,"41","7","1","1",0
2507,49076,0,62,"40","1","1","2",8137
813,114949,0,31,"40","7","1","2",0
3800,206498,0,50,"39","6","1","1",0
0,47324,0,35,"31","5","1","1",11947
975,63007,0,42,"34","4","2","2",0
0,27365,0,52,"39","1","1","1",0
3749,18928,0,40,"43","1","1","2",0
1516,27529,0,48,"44","6","1","2",0
0,98921,0,65,"39","7","1","1",0
146,37261,0,26,"40","1","1","1",0
0,36000,0,38,"40","7","2","2",7065
1015,7268,0,82,"39","7","1","2",0
966,26776,0,58,"39","5","1","1",0
1015,29424,0,34,"39","1","1","2",0
0,61000,0,33,"39","1","2","1",0
0,26011,0,77,"39","1","1","2",3
0,186082,0,41,"39","7","1","1",7193
600,53202,0,42,"38","1","1","2",0
0,11818,0,71,"40","1","1","1",0
1183,10540,0,41,"43","7","1","1",9971
3218,19796,0,41,"43","7","1","1",11986
0,60973,0,25,"44","7","1","1",0
850,62900,0,79,"44","1","1","1",0
0,23654,0,81,"36","6","1","2",0
0,101702,0,64,"40","1","1","1",0
1267,8988,0,59,"43","1","1","2",0
590,52306,0,47,"39","7","1","1",0
1521,69698,0,44,"44","5","1","1",0
1977,62094,0,48,"35","4","1","1",0
0,25025,0,40,"41","4","1","1",0
1803,72720,0,53,"32","1","1","2",0
863,47160,0,72,"34","7","4","2",0
2400,77559,0,50,"43","5","1","1",0
2200,2189,0,25,"36","1","1","1",0
800,28117,0,36,"39","1","1","2",0
0,4633,0,82,"41","1","1","1",0
0,28901,0,49,"40","1","1","2",0
438,38418,0,25,"40","5","1","1",0
0,40589,4131,70,"45","1","1","1",0
935,114944,0,23,"33","1","1","1",1
2374,77973,0,43,"39","5","1","1",1
408,10026,0,53,"39","4","1","2",0
357,17349,0,45,"39","1","2","2",0
2374,21485,0,34,"39","1","1","1",0
0,17121,0,47,"39","7","1","1",0
1600,98179,0,28,"36","1","1","2",0
1183,91500,0,55,"39","1","1","1",0
867,233509,0,54,"39","1","1","1",1
360,28185,0,37,"37","1","1","1",0
0,74200,0,34,"44","1","1","1",0
1232,54522,0,24,"42","1","4","2",20284
60,67312,0,81,"43","1","1","1",0
2400,63555,0,20,"41","1","1","2",0
459,58715,0,49,"34","1","1","2",0
0,27821,0,37,"36","1","1","2",0
500,40252,0,34,"43","1","2","1",0
0,31929,0,39,"40","1","1","2",15887
0,65721,0,47,"43","1","3","2",0
0,8844,0,39,"43","1","1","1",5117
0,37899,3978,42,"34","7","1","2",0
285,20312,0,29,"37","7","1","1",11338
362,42686,0,51,"43","1","2","1",9505
1200,107463,0,22,"39","7","1","1",0
0,131921,0,51,"46","3","2","2",0
0,87480,0,46,"42","1","1","1",5
1000,55608,0,67,"44","1","1","1",0
1541,33349,0,35,"39","1","1","2",0
770,151643,0,53,"42","1","1","2",12317
0,120559,0,43,"43","7","1","1",0
0,59719,0,45,"43","1","1","1",0
0,136806,0,45,"43","1","1","2",0
1500,79453,0,66,"39","1","1","2",6226
0,176500,0,86,"33","1","1","1",0
0,19584,0,64,"37","6","1","1",11194
0,42178,0,52,"43","4","1","1",0
0,34741,0,47,"44","1","2","1",0
0,19289,0,70,"41","1","1","1",0
600,13843,0,70,"41","1","1","1",0
3300,92355,0,47,"40","7","1","2",0
1700,23572,0,30,"39","1","2","1",0
0,102250,0,62,"40","1","1","1",0
0,115257,0,53,"39","7","1","1",0
597,35742,0,27,"39","5","1","2",0
2000,31716,0,31,"43","1","1","2",0
0,100710,0,34,"34","1","1","2",0
3031,23082,0,77,"43","5","1","2",4332
0,66617,0,35,"44","5","2","1",0
0,51014,0,56,"40","7","2","2",0
800,55525,0,30,"43","1","1","1",0
345,44335,0,29,"43","7","2","2",0
21,7601,0,48,"43","5","1","1",0
0,13661,0,48,"40","1","1","1",0
0,11165,0,51,"36","4","1","2",0
0,14506,0,40,"43","1","2","1",0
0,32946,0,29,"40","1","1","2",0
0,104838,0,59,"40","1","1","1",0
0,130869,0,41,"40","7","1","2",0
0,34001,0,44,"40","1","1","1",0
1600,19160,0,66,"39","1","1","1",0
1721,70000,0,39,"39","7","2","2",0
0,64000,0,39,"40","1","1","1",0
0,43056,0,43,"40","7","1","1",0
420,47869,0,42,"39","5","1","2",8060
0,8906,0,43,"40","1","1","1",0
851,105387,0,85,"43","1","1","1",0
0,74192,0,62,"38","1","1","1",0
244,81706,0,28,"39","1","1","1",0
1178,52920,0,68,"42","1","1","2",0
1923,12837,0,31,"39","1","1","2",0
0,21258,0,72,"39","7","1","2",0
694,14491,0,32,"33","1","1","2",0
1679,31072,0,89,"39","7","1","1",0
0,47190,0,69,"41","7","1","2",6790
650,72856,0,49,"39","5","1","1",0
3100,13713,0,64,"39","4","2","1",1
2427,5938,0,33,"40","7","1","2",7096
159,27150,0,29,"43","1","1","2",1
0,58653,0,22,"39","1","2","2",0
4037,171942,0,48,"40","3","1","2",0
3400,3623,0,33,"40","1","1","1",0
0,10076,0,58,"43","1","1","1",0
1600,68327,0,46,"39","4","1","1",0
2600,45726,0,48,"39","7","1","1",0
7000,150587,0,22,"39","1","1","1",0
783,12537,0,22,"39","1","1","1",1416
590,89308,0,64,"43","4","1","1",0
500,11834,0,51,"39","1","2","1",0
382,43486,0,62,"39","1","1","1",11067
1382,30343,0,28,"39","6","1","1",0
0,235419,0,75,"40","5","2","1",0
0,80886,0,54,"43","7","1","1",0
0,95852,0,37,"40","5","1","1",0
3536,40551,0,40,"39","1","2","1",0
0,30517,0,41,"40","1","1","1",0
456,60443,0,44,"39","7","1","1",0
1580,47043,0,33,"39","4","1","1",0
87,100668,0,30,"39","7","1","1",0
1000,33778,0,44,"39","1","1","1",0
472,35222,0,30,"45","4","1","1",10929
110,68376,0,24,"40","1","1","1",0
0,77062,0,55,"40","5","1","2",12065
0,4234,0,29,"40","6","2","1",5257
600,37144,0,63,"42","1","1","2",0
1977,22629,0,53,"35","1","2","1",0
838,4244,0,47,"40","7","1","1",0
373,60940,0,48,"36","6","1","2",18379
937,30830,0,50,"39","1","1","1",0
1594,53956,0,84,"40","1","4","2",0
0,18395,0,33,"44","1","1","1",0
425,17489,0,34,"42","5","1","1",0
650,75474,0,40,"41","1","3","1",0
430,50713,0,56,"39","1","4","1",0
80,24060,0,55,"43","1","1","1",1
0,6913,0,67,"39","1","1","2",10146
0,29783,0,55,"40","1","1","1",0
92,58090,0,82,"43","1","1","2",0
491,14473,0,33,"44","7","2","1",10943
40,57519,0,69,"40","1","4","2",0
782,49435,0,62,"44","1","1","1",8124
3600,30546,0,55,"39","4","1","2",15376
90,35919,0,45,"39","1","1","1",0
2969,35519,0,55,"39","1","1","1",0
307,51071,0,53,"40","1","1","2",0
290,16251,0,43,"40","1","1","1",0
3500,33444,0,58,"40","1","1","1",10545
0,40863,0,23,"39","5","1","1",0
0,11574,0,74,"35","1","1","2",0
0,30240,0,45,"34","1","1","2",0
1242,8222,0,41,"39","1","1","1",0
384,5861,0,59,"35","1","2","2",0
0,279400,0,33,"39","1","2","2",0
0,142348,0,42,"39","7","1","2",0
0,42936,0,25,"46","1","1","1",0
4500,83980,0,57,"38","5","1","2",8986
0,42736,0,42,"39","1","1","1",0
0,59523,0,35,"43","6","1","2",0
900,17574,0,26,"39","1","1","1",0
12077,43870,0,54,"40","1","1","2",1
117,245446,0,27,"40","4","1","1",0
0,118968,0,31,"34","7","1","1",0
0,23510,0,59,"39","1","1","1",0
0,7494,0,28,"43","7","1","2",0
0,39310,0,40,"39","1","1","1",6689
489,30157,0,39,"43","1","1","2",13775
1200,43309,0,82,"43","6","1","2",0
0,39344,3509,33,"32","1","1","1",0
100,85839,0,28,"39","7","1","2",0
0,22288,0,45,"34","1","1","1",0
1621,104738,0,72,"43","4","1","1",0
2300,23264,3669,62,"43","1","1","2",0
193,95826,0,55,"39","1","1","2",0
720,86056,0,36,"34","5","1","2",0
0,19242,0,23,"42","1","1","2",0
650,245594,0,53,"40","1","1","1",14680
5653,33685,0,45,"39","6","1","1",0
307,43336,0,52,"44","7","1","2",0
509,58220,0,70,"44","1","2","2",0
1100,74940,0,35,"43","6","1","2",4768
1562,52001,0,32,"41","5","1","2",0
2608,74473,0,38,"39","1","1","1",0
0,36194,13007,30,"39","1","1","2",0
1835,46482,0,32,"37","4","1","2",0
307,42844,0,60,"34","1","1","2",1
76,40961,0,85,"39","4","1","2",0
0,65438,0,49,"32","5","1","1",0
146,19714,0,77,"41","5","1","1",8645
1700,32714,0,43,"40","1","1","1",11443
712,65980,0,31,"43","1","1","2",0
2023,19728,0,45,"39","4","1","2",0
1000,19082,0,42,"45","7","1","1",0
1419,20471,0,60,"37","1","1","2",0
0,26318,0,33,"40","1","1","2",0
5000,11453,0,43,"39","7","1","1",7456
1038,15837,0,36,"43","4","1","2",0
1065,25290,0,70,"44","4","1","1",0
320,12975,0,77,"42","1","1","1",0
0,183305,0,45,"39","1","1","1",0
0,25219,0,26,"40","1","1","2",10074
740,12835,0,28,"42","1","1","2",10635
0,13703,0,31,"39","1","4","2",10867
1200,32931,957,36,"39","7","1","1",13206
0,50300,0,29,"39","1","1","1",0
13,12740,0,53,"38","1","1","2",0
2473,24595,0,25,"40","5","4","1",2
1100,294244,0,79,"34","1","1","2",0
4500,54569,0,33,"43","1","1","1",0
947,87132,0,80,"37","5","2","2",0
417,53620,0,47,"40","1","1","1",0
0,25712,0,38,"35","7","1","1",0
200,18121,0,76,"32","5","1","2",0
0,55039,0,45,"45","7","1","2",0
0,59659,0,38,"44","4","1","2",0
1357,40001,0,32,"39","5","1","1",0
3764,11834,0,58,"43","4","1","2",0
2114,74698,0,78,"44","1","1","1",0
1560,21186,0,57,"39","4","2","1",0
1303,63053,0,44,"43","1","1","1",0
1246,54623,0,29,"41","1","1","1",6231
1035,171433,0,42,"39","1","1","1",0
288,22706,0,70,"42","1","1","1",0
2222,88723,0,21,"36","7","1","1",6944
841,63404,0,40,"40","1","4","1",10639
0,65017,0,57,"39","5","1","1",11595
1475,42005,3495,73,"39","1","1","2",6424
0,21216,0,50,"39","4","2","1",0
1666,37553,0,64,"39","1","1","2",5056
300,23834,0,54,"44","1","1","2",0
0,22413,0,41,"40","1","1","1",9911
1481,227144,0,79,"39","7","1","1",0
2606,18259,0,48,"35","1","3","1",0
700,29790,0,72,"43","1","1","2",3
2855,26381,0,50,"39","5","1","2",0
2700,32653,0,42,"44","1","1","1",0
650,51467,0,47,"39","1","2","1",9228
1800,63274,0,40,"40","7","1","2",0
1580,45767,0,37,"41","5","1","1",0
1600,28147,0,20,"35","5","1","2",0
491,30939,0,39,"43","5","1","1",0
332,44776,0,67,"39","5","1","2",0
1550,12912,0,46,"39","1","4","2",0
0,16626,0,59,"39","4","1","2",0
523,79177,0,47,"44","1","2","1",0
46,69260,1796,32,"39","7","1","1",0
254,88677,0,80,"43","1","2","2",0
3333,69633,0,37,"39","2","1","2",6868
0,31168,0,56,"39","7","1","2",0
0,15063,0,49,"39","7","1","2",0
0,38742,0,50,"39","7","4","2",0
1200,84544,0,45,"39","1","4","2",11668
0,33500,0,62,"40","5","1","1",9964
0,81592,0,24,"36","1","1","2",10450
0,43166,0,48,"33","5","1","2",0
2486,27965,0,30,"42","1","1","2",0
300,7750,0,30,"39","1","1","1",0
2076,15406,0,63,"39","1","2","1",3573
564,52043,0,38,"43","1","1","1",0
1419,95443,0,42,"40","7","1","2",8175
