"age","workclass","fnlwgt","education","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
30.1615501517591,"2",12948.8256473826,"12","2","5","1","4","0",-416.691508939348,120.972065191956,45.3741545067668,"38","<=50K"
38.774492385559,"4",312899.087398154,"11","4","2","4","4","1",4245.86799976614,422.412861551163,36.6306186081947,"38","<=50K"
38.1791740979464,"2",105817.676400155,"6","2","2","5","4","1",5832.85957668199,50.8802281358519,37.2334043642152,"38","<=50K"
36.2127694239228,"2",-30920.2129530222,"9","4","9","1","4","1",165.135741564108,761.873871357713,19.2151720636393,"38","<=50K"
17.5738843909663,"2",359989.440105952,"15","4","0","1","4","1",1665.7416879664,472.527602049712,45.5962047833379,"38","<=50K"
25.1630528361212,"2",137934.44146839,"15","2","10","1","4","1",-6471.63270608462,85.1708445965881,53.458155600569,"38","<=50K"
39.1911940002181,"4",261367.235090862,"15","4","3","0","4","1",-15582.6431836637,-427.021576919168,92.2391634142906,"38","<=50K"
36.7556901181841,"2",407854.946241547,"11","4","1","4","4","1",-855.00538548106,304.822109467078,37.0300159967939,"25","<=50K"
30.7339389958989,"2",106238.699319166,"11","4","3","4","4","1",5787.35570420981,94.0872334300654,30.7722496288223,"38","<=50K"
25.698527934715,"2",210209.59439571,"11","2","0","0","4","1",-658.365406380394,-985.739677379282,46.1185455982126,"38","<=50K"
18.5107138280432,"2",183240.801702046,"11","2","11","3","4","1",-7346.2636694579,93.197813553578,45.1073413535164,"38","<=50K"
36.7787747859844,"2",107685.356345811,"11","4","11","1","4","1",-2731.92734619356,86.295925038226,40.5715336609662,"38","<=50K"
35.9976367360265,"2",243755.80739909,"11","2","2","1","2","1",15185.8772351677,591.358804085477,60.4554125113094,"38","<=50K"
47.1158404288582,"2",274402.42994252,"1","3","0","5","4","0",3160.44322756078,354.322500646712,42.0151921846327,"38",">50K"
40.7470617767913,"2",144661.929433784,"1","4","4","0","1","0",2790.01433060153,539.388497495968,38.3883804745988,"38","<=50K"
39.6491882701833,"2",128229.37350511,"3","4","7","1","4","1",5959.48651549728,691.169263232354,34.3207947047354,"38","<=50K"
48.3183902532999,"2",148760.814227581,"11","2","2","5","4","1",-237.705998539599,311.8054404671,35.0671612056472,"38",">50K"
18.7443306393585,"1",200300.450168713,"9","0","5","0","4","1",6328.27223933145,241.371415017411,37.6883202023006,"15","<=50K"
34.1803017026277,"2",112204.412892631,"9","2","11","0","4","1",487.370659491353,321.253779279794,41.8460035173427,"38","<=50K"
45.090706970061,"2",179477.107353143,"15","4","6","1","4","0",24071.1809498266,-184.49539424266,55.1954610276602,"38","<=50K"
42.5156099029114,"2",172950.141489218,"15","3","11","0","4","1",1404.57425645505,31.2726207746014,42.2767188428072,"38",">50K"
38.0385833240506,"2",198491.374771859,"11","2","3","3","2","1",-8509.21337271743,-611.17272452267,41.1570463562506,"38","<=50K"
38.3930965187582,"2",217693.902859497,"7","2","11","0","4","1",-12907.8834868889,495.916249847848,42.8990686288644,"38","<=50K"
49.8276364007134,"2",113254.596100781,"7","4","7","1","1","1",-3475.33849797097,346.511439746442,51.3608318834097,"38","<=50K"
12.6945217598436,"2",-30919.5604568046,"9","0","7","1","4","1",3441.65210002299,1350.04357780906,33.5175999992588,"38","<=50K"
36.5925802287145,"2",216043.036402885,"11","4","11","3","2","1",2018.5536523038,-728.532475733462,40.6300709742869,"38","<=50K"
36.5774130960877,"2",80341.1238771244,"9","2","2","1","4","1",7409.52703205736,279.358370187098,60.3659474639665,"38","<=50K"
34.7763350778222,"2",109851.922581266,"11","2","2","1","4","1",-13640.2104312621,-261.364548407138,36.427546412621,"38","<=50K"
38.1617042588051,"2",154522.570820494,"15","2","7","0","4","0",18471.223718713,-131.256830514178,62.7892123035112,"4","<=50K"
41.9157034126625,"2",295848.742567045,"15","4","5","4","2","0",-155.760144046561,380.114729485243,38.9273582260539,"2","<=50K"
46.5606227313442,"2",214238.786096592,"4","5","11","5","4","0",-81.8505092965513,226.166107904616,41.7549958934651,"38","<=50K"
57.5470776271998,"2",256086.130908594,"15","0","3","3","4","0",3869.18626957217,256.25055625109,47.5462983463082,"38","<=50K"
62.9416897060435,"2",257726.087726888,"4","4","6","1","4","1",1488.68019789944,653.493684907907,46.6631065620056,"38","<=50K"
39.0890927636948,"4",295053.137828438,"11","2","11","0","4","1",2305.79096479344,-597.15520610245,39.5984919449837,"38",">50K"
55.0233502842199,"2",105718.943849204,"11","2","12","0","4","1",-1517.12867576112,-1371.33118851752,51.2026830561814,"38","<=50K"
49.4450400514152,"2",259278.783565896,"11","6","11","1","4","0",-8456.90403720345,522.933600580885,26.498426063795,"38","<=50K"
30.6255120344089,"2",130222.915933474,"15","5","3","0","4","1",3465.59236951529,17.7108403242673,53.2647616339363,"38",">50K"
40.9504891867159,"0",284122.577868933,"6","2","3","3","1","0",-882.613921168939,-113.322779353557,52.2900105322199,"38","<=50K"
35.2645679284163,"2",283903.664418589,"8","4","6","0","4","0",30675.2459742912,223.120201577545,39.1509989114353,"38","<=50K"
43.8197674476523,"2",207089.590343962,"15","4","3","1","4","1",10889.3857089544,165.410660362014,37.1072660734524,"38","<=50K"
31.8435917563262,"2",195346.053169295,"15","2","0","0","4","1",-9650.93279242551,354.614342844332,50.8758884348259,"38","<=50K"
30.6449639881548,"1",186031.964076891,"15","2","2","0","2","1",2606.81840150475,315.094098784404,27.6959233797568,"38",">50K"
32.006533589412,"2",361037.712456158,"7","4","5","0","4","1",6330.68545732676,-385.086872070412,28.3930182203799,"38",">50K"
17.6005407464149,"2",155884.812388904,"11","2","11","0","4","1",-1236.87657363034,435.41403452055,47.7973086578375,"38","<=50K"
59.4620911484685,"2",176671.408823579,"9","2","6","3","4","1",-3657.91547578147,-276.106679121441,46.1430551768015,"38","<=50K"
52.3588956152896,"5",225526.929062782,"11","2","0","1","4","1",-1384.93592635262,334.668030850671,34.7910432071454,"38",">50K"
39.5737735802415,"2",201107.109826276,"0","0","3","0","4","1",5015.97459190422,-4.08244563902848,44.7346845621423,"38","<=50K"
37.6579044823147,"1",236351.191752752,"11","4","13","0","4","0",-3620.55284538526,198.461433520283,44.2912200912626,"21",">50K"
40.9531455956855,"2",520665.252085984,"10","4","2","0","4","1",3343.20608986375,305.272576518005,36.8894497560174,"38","<=50K"
22.0440978775261,"2",240092.195315874,"11","4","9","0","2","1",-5274.61643385364,-691.171588872211,61.2772397703222,"38","<=50K"
53.4815614575602,"2",60783.8034255587,"3","2","2","4","4","1",8378.11424578795,-478.993504067425,50.1331708777962,"38","<=50K"
44.9026530417785,"2",9926.59028705797,"5","2","2","1","4","0",-2938.05103972471,-933.451810294769,40.0610570590538,"38","<=50K"
33.1506976831433,"2",271215.267903013,"11","0","9","5","4","0",1912.93739153433,158.267578970303,50.6115946578947,"38","<=50K"
38.8485194178158,"2",287562.221298102,"5","2","7","1","4","0",-4453.2800875463,410.960876766549,29.8289077578097,"38","<=50K"
37.1932081459126,"2",326549.048458176,"15","2","7","3","4","1",4064.52797090286,-245.137801229838,33.0021831098544,"38","<=50K"
29.0118213116047,"2",83416.0752835879,"11","4","11","1","4","1",3431.71628990364,-171.725795999381,33.012091139916,"38",">50K"
28.5122279164791,"1",142514.69585529,"9","4","7","3","4","0",3341.17307419086,413.453232226034,34.4314341444181,"38","<=50K"
46.5480099436903,"2",245202.452431413,"3","2","9","2","4","1",6315.01121654967,504.177153304812,29.4019257935819,"38","<=50K"
28.1556151382168,"4",136560.873059288,"8","2","11","1","4","0",6734.97356904886,396.585233116282,35.7543546572547,"38","<=50K"
42.4676928737556,"2",-88456.5433518873,"8","0","11","1","4","1",6266.99468388867,382.919807336727,53.0232888906002,"38",">50K"
40.6220393824098,"5",71455.4652943696,"9","2","2","1","4","1",4340.8364567896,145.556138707944,24.3537869567382,"38","<=50K"
45.589848390086,"1",212742.98661158,"15","2","13","0","4","0",2816.09595870777,-412.971107241168,46.0909120686647,"38","<=50K"
28.3748160184174,"2",336965.247989833,"0","0","3","3","2","0",-2147.18362227247,95.2288127846779,34.960107893477,"38","<=50K"
45.7606401779916,"3",424705.310695873,"11","4","5","3","4","1",-1216.14914257586,316.450620149934,30.5558964020866,"8",">50K"
27.2133865737427,"2",110984.407135445,"8","4","2","0","4","1",-6078.17511047131,-88.817270302796,48.6427837876212,"38",">50K"
39.887580637447,"2",136050.364779312,"8","4","0","1","4","1",-4178.63469691198,-40.5097269002758,47.1015249510796,"38","<=50K"
44.9929159264676,"2",50148.1499209877,"2","4","0","0","4","1",2101.86988743869,322.032761346778,46.9085597212199,"38","<=50K"
28.5146151386542,"2",165879.117798806,"11","4","0","0","4","0",9689.37924512112,-621.590547579605,42.0429522205425,"38","<=50K"
38.20480746372,"2",147170.065015074,"12","0","9","4","4","0",1111.30571423629,232.098883350904,42.0695508977769,"38",">50K"
25.8594965532089,"2",182189.876005661,"11","4","9","4","4","0",1668.6103518889,425.28380611261,44.3889643196979,"38","<=50K"
48.7861035943532,"4",222700.635101335,"11","4","13","5","4","1",-4305.32417981082,23.9276653022116,53.8089175285717,"38","<=50K"
27.0616647498096,"4",158711.016246544,"15","2","11","0","4","1",-11528.3366711423,-109.579224476854,36.2033835552383,"38",">50K"
18.8454200936103,"2",256295.042003072,"8","2","7","1","4","1",-6793.20060219297,329.943467216201,26.6823982199293,"38","<=50K"
33.7353889375631,"2",176220.677095069,"11","4","0","0","4","0",-3189.67405410702,-868.719135644564,57.3529820360431,"38","<=50K"
46.8181542665846,"2",391427.232387086,"8","5","11","3","4","1",8701.58492251666,160.985533387468,28.4990307604324,"38","<=50K"
37.636654258577,"2",221390.758695053,"15","2","11","0","4","0",-6635.89752868876,255.129612853532,37.9350799655452,"38","<=50K"
58.3951873937574,"5",223765.290821544,"5","4","9","1","4","1",-4571.15539777622,-13.6695537078374,38.2123634008674,"38","<=50K"
37.3686991761815,"2",-3463.31465294055,"11","4","7","1","2","1",-2923.34616405779,64.3954029840722,2.28506129113823,"38",">50K"
38.7353365069136,"2",-10441.8601591403,"11","4","2","4","4","1",-1295.40253508927,-119.106356070816,43.9974508534364,"38","<=50K"
42.6731933220495,"1",125652.940634653,"15","4","4","1","4","1",-5105.56415359438,-677.479164065474,35.4376256653364,"38","<=50K"
28.0748558953424,"2",188907.199290585,"11","2","7","1","2","1",-1416.30513573514,142.502973607757,43.5340129371778,"38",">50K"
34.1860857122452,"2",178182.46891214,"15","2","11","0","4","1",1367.21028001928,300.186977706092,39.2638482572694,"38","<=50K"
37.4317376476398,"2",318415.13972401,"11","2","0","1","4","1",-5299.50067363621,-37.4334930885215,71.0309163722311,"38","<=50K"
23.6521080073738,"2",129246.931704128,"9","2","2","0","4","1",928.977610347451,683.556816096499,39.2916270123352,"38","<=50K"
25.6277129304155,"5",81837.7629200332,"15","2","4","0","4","0",-11386.5752548301,339.600422114667,34.8591823857661,"38","<=50K"
27.349103929503,"2",-28830.5531373132,"8","2","3","4","4","1",1360.61292667312,-70.7763899853202,39.5649600650212,"12","<=50K"
35.6000401274165,"2",59007.5037139287,"11","2","9","3","4","1",17985.7934539844,-739.062793311476,58.8566088517899,"38","<=50K"
36.8706318755995,"2",202250.723540509,"15","2","6","1","4","1",5999.96416362967,-236.212668432992,51.5003659282329,"5","<=50K"
24.2468065337183,"2",68077.6206803747,"11","2","6","4","4","1",-3155.18453050749,308.621390954676,39.4528150452647,"38",">50K"
37.1182151036447,"2",225893.125667392,"11","2","4","0","0","0",9397.25381182483,410.810301065692,23.0379144508439,"38","<=50K"
49.4037969197154,"2",139195.830503769,"1","2","7","1","4","0",7547.160608074,120.621597669763,50.1778068456903,"38","<=50K"
29.6113163548725,"2",133750.352490522,"11","4","12","1","1","0",1776.22420708578,-400.108510933752,27.6418337389222,"38",">50K"
38.0766983171043,"2",237115.819094244,"2","2","5","1","4","0",584.780667731945,115.061289874217,37.0985991346345,"38","<=50K"
20.4670171894958,"2",144983.247929273,"11","4","10","4","4","1",5931.82790744272,-234.102496090907,45.6123566349434,"38","<=50K"
48.0092912314283,"2",333202.451855091,"11","2","11","2","4","1",-12487.4359223879,-295.483983527013,28.600600393153,"38","<=50K"
28.7644580332677,"2",117177.376866455,"1","2","0","0","3","1",4785.60537348902,146.123807363008,46.3991923192592,"38",">50K"
15.8402269374482,"2",42631.9816346116,"12","2","12","0","4","1",6596.45395078105,-18.9242325505219,40.7363681571353,"38","<=50K"
44.1637265435388,"4",496057.009435646,"11","2","7","1","2","0",-172.776118789703,-247.503791604386,33.3445952732189,"38","<=50K"
27.4533914708906,"5",171155.695876775,"9","4","5","1","4","1",52.8327268677563,168.323916547802,41.1905655450866,"38",">50K"
34.6519942849847,"2",75911.5680552498,"11","6","2","1","4","0",-3655.34482739974,105.104387555327,37.7977183074754,"38","<=50K"
38.3595463777934,"2",211662.391281048,"9","2","0","3","4","0",-8099.04975043438,-94.2377499475913,49.5284799456362,"38","<=50K"
38.1923472136014,"2",207074.118994802,"7","2","9","2","4","1",3508.21401290937,114.393157906872,31.6541026248955,"22","<=50K"
49.3348280998994,"2",50870.0759048427,"11","6","0","0","4","0",7715.29480600376,209.628512404815,25.3342437548144,"38","<=50K"
45.1716757027253,"2",181050.18685641,"9","2","2","1","4","0",457.432848859766,141.67162794794,38.593454354005,"38","<=50K"
30.5977209038481,"2",200427.266284476,"6","2","2","4","2","1",-505.083325622248,632.593191153101,33.2759950252619,"38",">50K"
44.7827080250526,"5",30144.3432751964,"15","5","11","1","4","1",1248.36953665726,-129.60316241615,59.9383638445533,"38","<=50K"
56.5437259982524,"1",170008.869597247,"8","2","3","3","1","0",5485.04333028119,-96.9816298422705,45.7433595555967,"38","<=50K"
38.5528813434793,"2",-155800.850100763,"12","2","4","3","4","1",-244.726689957308,466.961966215951,39.3546824088769,"38","<=50K"
34.8540812439613,"2",-22450.7439917352,"15","4","2","3","0","1",-9669.43056515368,513.323605859309,41.6107633653052,"38","<=50K"
32.3428514237601,"2",41496.9354096467,"11","2","0","0","4","1",-1394.07822972766,336.061144214925,43.1123051205969,"18","<=50K"
32.455602117084,"1",173676.838119305,"9","6","0","5","1","1",9781.34997327666,1362.10587563215,63.3379585618766,"38","<=50K"
48.64199681238,"2",290109.137826051,"11","0","10","0","2","1",11189.0141993549,451.347853093601,45.4333806604175,"38","<=50K"
38.8249685154378,"2",382356.809004463,"11","2","6","1","4","0",-2452.79885856992,-105.153632459062,43.4292021173063,"38","<=50K"
14.0213421940676,"2",284143.838574842,"15","4","0","0","4","1",-130.808540797183,117.281582305377,41.1685481106646,"38","<=50K"
47.3568744339337,"2",333758.862186261,"9","4","3","0","4","0",-3223.12997601488,31.944471813694,41.6639269740664,"38","<=50K"
17.7858158982573,"2",300143.358830473,"11","2","11","0","4","1",2367.489341585,175.479477484512,31.6857739906793,"38","<=50K"
39.3199467622959,"1",127976.061392748,"10","2","2","0","4","1",1554.97736661219,187.419967455325,18.0583123711949,"38","<=50K"
38.8376613108547,"2",280968.579745119,"12","4","11","0","2","1",616.265250449134,-108.234884860032,44.8852632965677,"38","<=50K"
38.7569175847373,"2",141169.45105979,"12","4","10","0","4","0",-8151.34464178248,-224.294040393657,48.6181608543084,"38","<=50K"
36.1456849606234,"2",155454.286871917,"1","4","13","3","4","1",14871.821209465,-0.921623299012111,32.3312099289594,"38",">50K"
56.50616674585,"4",94361.4195818717,"11","2","2","0","2","1",2257.70625068579,267.270947031395,28.8824965141186,"38",">50K"
51.4227483423261,"2",351046.362710352,"11","2","6","0","4","0",-577.371481910213,68.8963482179863,35.0278561649126,"38","<=50K"
38.9402937570042,"2",187093.533141091,"15","2","5","0","4","1",9828.16617554597,17.8297712106443,35.1197590524525,"38","<=50K"
62.6673735023977,"2",183338.328287202,"2","2","9","0","4","1",-8457.23968069407,-62.4048324235413,36.9772769562402,"38","<=50K"
36.2280631218926,"4",216293.49745685,"11","0","0","0","4","1",-5018.58033090729,486.275933197156,61.4547513315039,"38","<=50K"
14.5315440976986,"2",191587.025236062,"11","4","7","0","4","1",-37463.5107868258,932.18142339008,53.7069227164066,"38","<=50K"
52.8989831613165,"2",207361.325628314,"1","4","10","1","4","1",1179.63551014505,122.793903028103,52.4913296671162,"25",">50K"
47.2341937300144,"2",304948.186474549,"11","4","0","3","4","1",16398.5321129385,-146.847787958301,30.4052601981654,"38",">50K"
36.0071924101914,"2",142084.247229575,"3","4","12","3","4","0",2085.45596943902,-82.996250194124,-8.63588822922082,"10","<=50K"
31.3118441268985,"4",241277.785956277,"15","6","13","0","4","1",1040.59992559727,44.3183337120774,60.9845635201137,"38","<=50K"
37.3417323019582,"2",186468.219348748,"11","2","2","0","4","1",139.805181931487,76.8012431929575,51.7182157597908,"38","<=50K"
44.5684811094147,"2",246002.191607662,"12","2","2","1","4","1",22355.9343072582,650.743355036437,38.5152614617613,"38",">50K"
14.0802773848923,"2",12560.6577139306,"9","2","0","1","4","1",-1376.00381410874,166.127033406142,46.7676227029792,"38","<=50K"
52.7396920525198,"1",170421.223952852,"8","0","3","0","4","1",2061.70851728424,44.3774005746475,33.2256894518635,"38","<=50K"
38.5877517969389,"1",335935.955552736,"8","5","6","3","4","0",6006.10432570662,105.153229264676,44.0984797416147,"38","<=50K"
41.7353632119418,"2",194837.815669155,"9","2","2","0","4","1",-6871.76305864425,-396.826907757803,40.2475992945719,"38","<=50K"
30.5280225468103,"4",146534.089092271,"12","2","2","0","4","1",-1174.90371710859,-486.279776598998,46.0736914723514,"38",">50K"
46.4821765647672,"2",46638.610777095,"9","2","2","5","4","1",3117.00739504855,-621.77929339809,28.2152532558532,"38","<=50K"
35.4561854476358,"2",66993.5637981229,"11","4","7","0","4","1",1851.90428412295,142.977213955197,40.0884560836356,"38","<=50K"
29.9531913104158,"2",178436.334602979,"15","2","0","0","4","1",-8657.42411749826,190.802768475047,39.5005346101446,"38","<=50K"
28.0589499219863,"2",373153.017019164,"15","2","9","4","4","1",-5217.15435118982,-192.197458772182,41.8692927554431,"38",">50K"
33.0318861929435,"2",117004.589375595,"12","2","9","1","4","1",13140.2350187366,-403.956987163353,45.162560935636,"38","<=50K"
44.7246714671185,"1",270360.487879109,"11","0","9","0","4","1",2205.61594624497,-25.4675337449429,40.2040324044601,"38","<=50K"
53.7509697638832,"2",193504.067902313,"5","4","3","1","4","1",8228.75545529465,257.59701399699,58.6018697744494,"38","<=50K"
48.7271026718754,"2",184552.8677435,"11","4","4","0","4","1",8546.97154734681,93.9261773338272,49.0321125757171,"38","<=50K"
27.8728609250767,"2",233388.602217715,"11","2","11","1","4","0",-309.814866583426,393.153825102118,13.0237305994892,"38","<=50K"
43.3936025649305,"2",168070.027003664,"8","2","11","5","4","0",5346.03213561232,236.990029182361,42.6046991705983,"38","<=50K"
44.5827270727885,"1",151474.040316993,"15","2","9","1","4","0",1040.86989700611,-1212.00195934896,49.8957267170922,"38",">50K"
37.6078480576552,"2",383188.068383557,"15","4","9","1","4","1",1176.16954583345,405.328601103826,40.3206245001368,"39","<=50K"
38.8809183287727,"2",37736.3818378767,"15","2","7","1","4","1",1117.68731076878,81.8977323811513,42.8229050325046,"38","<=50K"
22.1991914472117,"2",128912.115931395,"15","2","5","0","4","0",-17903.0260261179,483.523409892703,48.5375439723924,"38",">50K"
34.1532089597048,"2",199095.246083694,"11","4","6","2","4","1",2513.59315790083,120.888076381788,39.5931521407431,"38","<=50K"
69.9731416507126,"2",14491.6972303426,"1","5","11","0","4","1",1938.85568881741,-48.1627008824152,52.3885076297258,"38","<=50K"
34.2641084798204,"1",162629.128442965,"3","4","3","1","2","1",-11344.3934107199,-64.1032232023967,52.5977901285246,"38","<=50K"
37.1668128131186,"2",269312.176374295,"10","2","2","3","4","1",1037.97283086463,94.7203901638996,37.78420407611,"38","<=50K"
34.004536813933,"2",214212.490754828,"5","2","11","0","4","1",3589.7034524519,-402.251517842621,37.5155215919202,"38","<=50K"
9.062592212938,"2",263859.811187994,"15","3","0","0","4","1",-8000.14616858439,302.010681949174,19.8282579041129,"38",">50K"
37.782525733851,"2",68469.0147382289,"9","2","9","0","4","1",-2029.35672398764,25.3547116420661,35.0383222267783,"38",">50K"
36.099744942539,"2",214481.110019465,"11","2","4","0","1","1",-972.399864090334,41.3541847485037,36.7444099560066,"38","<=50K"
37.7990171376974,"2",127081.808741057,"15","0","3","0","4","1",12864.622308522,-104.349063649866,31.2883258531138,"38","<=50K"
42.2252407287549,"2",290927.281639908,"11","2","9","1","4","1",-1016.09472315978,-440.474070998436,44.6585537805838,"38","<=50K"
44.384203410183,"2",216396.140110355,"12","2","9","5","2","0",2381.91890428521,577.068653570906,38.1006101108005,"38","<=50K"
47.0195131337383,"2",137080.027516702,"15","2","13","1","4","1",-3677.44931612146,-65.7127420677537,40.083025831315,"38",">50K"
39.645545377059,"2",171203.133169444,"11","2","10","4","4","0",6.31508358842871,165.353930170688,23.103246192099,"38","<=50K"
34.2186428241874,"2",161576.033072744,"12","2","9","4","4","1",2894.98712456562,712.337581426692,44.0787248056889,"38",">50K"
13.6654591699798,"3",8833.30158133985,"11","0","5","1","4","1",-12724.587008131,616.786061133519,40.6309324113556,"38","<=50K"
59.66848926541,"4",107715.455616501,"9","2","9","1","4","1",814.033748804626,5.43724048433883,12.4038213689519,"38",">50K"
62.235403191642,"1",100558.86724362,"2","4","13","0","4","1",17.1898096677228,-93.036330653659,47.8380671907522,"38","<=50K"
36.4074361339089,"2",206700.596180185,"15","2","5","0","4","0",101.372413417725,-331.320568003527,37.0251671544144,"38","<=50K"
3.13597641227881,"2",160627.254022688,"6","4","11","4","4","0",-7253.03335058919,403.190600689021,22.6201752072778,"38","<=50K"
34.68173042476,"2",150425.345460012,"0","4","3","1","4","1",-5451.43459617969,-14.4065090578748,41.1343126596932,"38",">50K"
48.0749955259437,"2",237206.999191589,"9","0","12","0","4","1",5993.81227917454,-18.9543879931203,53.172276347188,"38","<=50K"
37.1000687911808,"2",195779.087259036,"11","2","0","1","4","1",-304.926914810857,-86.205963876018,30.3526875010858,"38","<=50K"
42.1651172127984,"2",214499.659979608,"15","2","5","1","4","0",-1060.91443613805,-435.10203008271,41.2184777300648,"38",">50K"
46.3554578671911,"0",223317.079535316,"15","2","11","4","4","0",3737.30166745165,-42.066769059742,47.8079955357244,"38","<=50K"
5.75736709430996,"2",182043.744499542,"15","2","9","1","4","0",-17195.8337274481,1493.6184109108,32.7190709720959,"7",">50K"
54.643029956229,"2",224604.612741073,"12","4","3","3","2","1",3981.11786290098,285.119266702828,43.3775035468234,"38","<=50K"
20.6799720598114,"2",240182.255954267,"0","2","5","1","4","1",1759.61408416102,36.1830988363849,39.3566307933586,"38","<=50K"
33.5064607265707,"1",140898.831030044,"3","2","11","0","2","1",1184.28523203161,181.062346494408,34.5610211487007,"38","<=50K"
33.6999380936374,"2",73009.1789173383,"11","4","9","0","4","0",-164.958202580997,55.1596147197614,33.2805755376478,"38","<=50K"
42.9408721688397,"2",148427.558812259,"9","2","3","0","4","1",15713.39846811,424.096586766801,38.4606508653748,"38","<=50K"
28.3640496601919,"2",338763.120598782,"15","0","9","5","4","1",-4988.15437345664,-79.8335980133749,24.1746754181507,"38",">50K"
39.8892624225922,"1",187205.458995338,"15","2","0","0","4","0",2780.67583793802,-169.880064472106,40.434588204948,"38",">50K"
37.3461249533559,"1",253775.043716934,"9","0","2","5","4","1",-1800.06435598667,474.369656252082,45.1049734637916,"38","<=50K"
38.247451750943,"2",276829.312963268,"11","2","9","0","4","1",1594.73276323452,104.67376761027,19.680686820235,"38",">50K"
43.5702956227742,"2",203653.543573391,"0","2","2","0","4","0",13878.9153767169,-31.8907516176019,45.5626700159555,"38",">50K"
34.8322866418393,"2",224670.653495672,"7","2","5","3","4","1",11977.134039788,-563.790148916654,34.5473891745383,"38",">50K"
43.3976977660179,"2",410977.376669929,"15","0","11","2","4","1",5641.9020445948,60.3443574983619,21.7195830467706,"38","<=50K"
30.5976471286096,"2",263810.247741028,"11","2","6","5","4","0",-4948.06952733575,720.24554982721,45.0992589194714,"38","<=50K"
36.4141300981203,"2",205377.883402231,"15","2","3","0","4","0",6891.49956737497,55.2499587551102,44.6493349101061,"38","<=50K"
38.3436306455073,"2",144041.918009789,"11","4","9","4","4","0",-6053.28047531433,20.8438130273031,38.4361452165049,"38","<=50K"
34.7796545581253,"2",135637.479248,"15","6","13","1","4","1",6899.88641523814,-409.798753164283,17.5548433318715,"38",">50K"
46.3555203582209,"2",421142.844054234,"15","4","9","0","4","1",-10873.8229153394,-349.354847134445,41.7180398702371,"38",">50K"
29.6421068456604,"4",274311.156525282,"15","4","11","0","4","1",743.296177105715,184.596892375533,36.1481558122016,"38","<=50K"
30.8586173601057,"4",178342.865277769,"11","2","11","1","0","1",-17486.3449397582,85.3347379938781,50.2432450634082,"34",">50K"
16.1883722678706,"2",171812.510506461,"1","2","11","0","1","1",-5800.66088712156,677.838359307959,37.2947937518264,"38","<=50K"
37.1482661190973,"2",188146.227702133,"15","2","11","1","4","0",-7967.62011203537,421.555731398941,41.2693789073389,"38",">50K"
30.6154673064834,"4",201343.149610802,"9","2","0","1","4","1",1901.3528376611,339.241400202149,53.4624239020312,"35","<=50K"
55.4762106992553,"0",240419.343884237,"12","0","6","1","4","1",7898.77499904977,-7.83992367648642,38.2867969175772,"38","<=50K"
45.3848648223578,"2",255873.627448077,"5","2","3","3","2","0",-902.215183755436,-0.139939411335121,45.3470575508412,"38","<=50K"
