tax,income,csp,age,educ,marital,race,sex,ss
870,46694,0,42,41,4,1,1,0
0,35719,0,39,41,7,1,1,0
167,8624,0,79,40,4,1,2,6099
501,60478,0,60,38,1,1,1,0
0,38058,0,33,33,1,1,1,0
655,29873,0,57,38,7,2,2,0
9530,21126,0,66,39,1,1,2,5471
1759,60399,0,71,43,4,2,2,0
1238,44193,0,61,40,1,1,2,0
2120,54417,0,45,39,1,1,1,54
0,16962,0,67,38,5,1,1,13696
466,55226,0,37,42,1,1,1,0
1248,46667,0,85,43,1,1,1,16656
287,15917,0,28,37,1,1,1,0
8538,74840,0,28,43,1,1,2,0
2817,130925,0,46,39,1,1,1,0
16418,110671,0,47,45,7,1,1,0
469,22380,0,80,36,1,1,1,6300
517,52817,0,44,41,4,1,2,6113
1046,109666,0,42,40,1,1,2,0
0,97552,0,51,37,1,1,1,0
0,47214,1602,29,40,5,1,2,0
0,38332,0,31,35,1,1,1,255
4341,75794,0,65,44,1,1,1,11076
998,231445,0,76,41,1,1,1,30518
1570,47082,0,38,39,1,1,1,0
0,13970,980,30,43,7,4,2,0
1612,2075,0,62,37,1,1,2,0
756,45640,0,46,41,1,4,1,0
0,29370,0,26,37,1,1,2,0
37,23030,0,76,39,1,1,2,9535
4277,36121,0,74,43,1,1,1,17846
1539,30480,0,41,39,1,1,1,0
1331,60476,0,59,40,1,1,2,0
290,35573,0,44,38,1,1,1,0
799,13179,0,81,37,4,1,2,10075
2138,112935,25,46,42,1,1,1,0
18,15635,0,82,34,1,4,1,8786
2090,9885,0,59,39,1,1,1,0
1315,43615,0,37,40,5,1,2,0
280,47182,0,39,36,1,1,1,0
2,30906,0,44,39,1,1,1,0
785,1213,0,37,36,3,1,2,0
1771,105389,0,31,44,1,1,1,0
185,15095,0,82,39,4,1,2,9026
0,43597,0,36,39,7,1,1,0
2263,298976,0,50,42,1,1,1,0
832,230052,0,46,39,1,1,1,0
649,284331,0,45,39,5,4,1,0
747,26677,0,77,39,5,2,1,11909
987,37837,410,51,39,1,1,1,0
4242,249741,0,43,45,7,1,1,0
417,5344,0,38,39,5,1,2,0
17,28626,0,50,43,1,1,1,0
966,63291,0,69,37,1,1,2,16260
432,41007,0,68,41,1,4,2,5324
4556,107253,0,34,40,1,2,1,0
17,19178,0,19,40,7,1,2,0
1060,97507,0,52,40,1,3,1,0
1,17456,0,41,44,7,1,1,1610
998,185995,0,43,43,1,1,1,0
2526,84130,0,46,40,1,1,1,0
289,43470,0,37,39,1,1,1,0
133,28081,0,38,43,1,1,2,0
3772,121344,0,43,39,1,1,1,0
973,133680,0,35,44,1,1,1,0
0,51896,0,35,39,3,1,2,0
1630,15630,0,81,34,4,1,1,11485
1851,23575,224,25,40,1,1,2,45
1858,92031,0,58,41,4,1,2,0
628,65716,0,72,39,1,1,1,20674
0,29666,34,49,38,1,1,2,0
0,71636,0,26,43,7,1,1,0
11,37772,0,46,39,5,1,2,0
1784,122719,0,46,39,1,1,1,0
936,40542,0,75,33,4,1,1,13909
1329,57070,0,35,40,1,1,2,0
1501,68145,0,43,42,1,1,1,0
2118,40241,247,55,36,5,1,1,0
3605,122365,0,36,39,1,1,1,0
1881,26567,0,74,36,1,1,1,11910
909,29441,0,71,40,7,1,2,10857
0,35252,1997,25,39,5,2,2,0
499,66689,0,48,37,1,1,1,0
629,44911,0,47,40,1,1,1,0
2520,31428,0,58,38,1,4,1,0
2335,127123,0,59,42,1,1,1,0
3117,72552,84,49,40,1,1,1,0
1383,66966,0,35,40,1,2,1,0
1650,48515,0,28,42,1,1,1,0
154,9346,0,25,37,1,1,1,0
1580,8581,0,58,35,3,2,2,0
963,19941,0,62,43,1,4,1,1701
5527,52131,0,85,38,1,1,1,16509
0,52642,0,45,39,1,1,2,0
265,229663,44,45,43,5,1,2,0
118,51699,0,33,40,1,1,2,0
0,7877,0,36,33,6,2,1,0
1562,14645,18759,41,38,6,1,2,0
0,10036,0,45,39,4,1,2,0
2301,63790,0,60,39,1,1,1,0
0,35166,0,30,42,7,4,1,0
992,21603,0,49,42,5,1,1,0
0,43544,0,23,37,7,1,1,0
478,20595,0,75,40,4,1,1,13077
1555,75994,0,47,39,1,1,2,0
1698,159062,0,41,38,4,1,2,0
29,17852,0,42,42,5,1,1,0
837,49447,0,65,39,1,1,1,13599
0,44684,0,51,38,3,1,1,0
784,9080,0,82,34,4,1,1,10723
1072,12374,0,82,35,4,1,2,10245
640,90734,0,64,37,1,1,1,0
0,5160,0,67,37,7,1,2,514
9,27988,0,34,34,1,1,2,0
0,27013,235,24,37,7,1,2,0
0,163,74,33,41,5,3,1,0
0,23357,0,64,37,1,1,1,9719
3935,97505,0,43,42,7,1,1,0
1820,48460,0,70,35,1,1,1,19569
2094,34712,0,51,39,5,1,2,0
123,70421,392,40,42,7,1,1,0
3065,29989,42,54,39,5,1,2,195
1000,41598,0,55,34,1,1,1,0
7457,32028,0,53,40,1,4,1,0
797,53692,0,33,39,1,1,1,0
124,43436,0,68,44,1,1,1,4733
465,6321,0,78,39,7,1,2,5839
1878,39810,0,81,40,1,1,1,15955
388,116937,0,55,42,1,1,1,0
0,45942,0,45,42,7,2,1,0
1054,129657,0,49,42,7,1,1,0
0,65108,1130,47,43,1,1,1,10601
2855,18361,0,80,40,1,1,1,11695
1948,77943,0,45,42,1,1,1,0
449,15369,0,81,40,4,1,2,2731
3684,46877,0,57,38,1,1,1,12
0,5303,0,44,36,6,2,2,0
4074,45710,0,76,35,1,1,1,16070
1386,78781,0,31,44,1,1,1,0
27740,94272,0,29,41,1,1,1,0
837,23704,0,77,44,4,1,2,10141
0,31765,0,39,34,5,1,1,0
129,60539,76,42,43,4,2,1,0
2688,80072,0,52,39,1,1,2,194
0,74200,0,29,45,3,1,2,0
1515,39234,0,78,39,1,1,1,11253
397,168447,0,29,39,1,1,2,454
608,4013,0,69,32,5,1,2,8145
0,51981,40,25,40,5,1,1,0
1436,47450,0,49,40,5,1,2,0
196,103895,0,43,39,1,1,1,0
0,44255,24,51,41,5,1,2,0
11,37879,0,41,43,3,1,1,0
28,1320,0,43,36,7,2,2,0
417,71003,0,45,40,1,1,1,0
1097,70052,0,29,38,1,1,1,0
33,22981,0,60,39,4,1,1,15234
0,17807,0,89,35,4,1,2,13839
209,14535,0,80,34,4,1,2,8244
391,82191,0,28,40,1,1,2,0
2907,211295,0,48,42,1,1,2,0
0,50153,0,39,41,7,1,2,0
4801,24624,0,68,39,7,1,2,1870
493,35133,0,33,39,1,1,2,0
6922,3111,0,37,43,1,1,2,0
609,158605,0,32,44,1,1,1,0
593,44714,0,46,39,1,1,1,0
1296,86083,0,31,43,1,1,1,0
0,18351,0,74,39,1,1,1,6949
0,39559,0,39,38,1,1,1,0
9720,76653,0,43,45,1,4,1,0
1165,51445,0,67,38,1,1,1,0
0,31855,1397,30,40,6,1,2,0
0,27437,0,47,41,7,1,1,2371
6,87080,0,28,40,7,1,2,0
1147,43092,0,43,39,5,1,1,0
726,124088,0,54,34,1,1,1,0
219,14776,0,68,33,4,2,2,7316
0,40003,0,44,39,6,2,1,0
1064,30320,0,57,42,1,1,1,0
2255,68662,0,21,40,7,1,2,0
3463,99249,0,66,39,5,2,1,0
1823,52291,0,35,32,1,1,2,0
789,23344,0,32,40,5,1,1,15195
406,32347,0,81,39,1,1,1,12707
98,65680,3523,45,39,5,1,2,0
363,34200,0,26,37,1,1,1,0
288,34934,0,30,38,1,1,2,0
3973,23382,0,63,39,4,1,2,12109
1070,30354,0,65,37,5,1,2,0
761,94908,0,45,43,1,1,1,0
57,176,0,31,40,7,1,2,0
1126,128149,0,38,40,1,1,1,0
2988,44605,0,33,39,5,1,1,264
0,67356,0,29,42,1,2,1,0
635,28691,0,46,39,1,1,1,7133
1553,45924,2352,40,41,5,1,2,0
497,30050,0,77,39,1,1,1,9379
720,45619,277,30,42,5,1,2,0
1554,67839,0,42,43,1,1,1,52
0,21866,0,34,42,5,1,2,234
9581,56992,0,53,41,5,1,2,6563
519,110693,0,29,43,1,1,1,0
2932,86788,0,53,39,1,1,1,0
626,17770,0,66,35,5,1,2,0
1414,104408,0,51,43,1,1,2,0
714,30622,0,71,40,7,1,2,11154
114,28199,686,25,38,5,1,2,0
177,38948,0,32,37,1,1,1,0
446,30153,0,80,34,4,1,1,1957
663,16975,0,84,33,1,1,1,8866
2437,79924,0,72,35,1,2,1,3054
0,38999,238,41,44,7,1,1,0
213,25222,0,79,42,4,1,1,10739
11,10112,0,34,38,1,2,2,0
0,31293,0,28,39,1,1,1,0
1398,58531,0,56,39,1,1,1,0
1156,151767,0,49,44,7,1,1,0
911,80500,0,41,45,1,1,1,0
1,19666,0,49,37,5,1,2,211
797,109246,0,43,43,1,1,1,0
31,39824,0,87,42,1,1,1,14742
0,29755,0,44,41,1,1,1,0
819,162554,0,40,42,1,4,1,0
0,10846,248,45,39,3,1,1,125
144,36005,0,71,39,1,1,1,11209
277,15535,0,45,39,6,1,2,0
125,5561,0,39,37,5,2,2,0
1838,83241,0,53,40,1,1,1,0
2836,172845,0,83,43,1,1,1,20240
3160,151469,0,54,42,1,1,2,0
1481,44713,0,25,41,1,1,2,0
3843,76092,0,31,42,1,1,2,0
1434,198106,0,48,40,1,1,1,0
154,37770,161,45,41,5,2,2,0
0,253835,0,58,42,5,1,1,0
0,26315,0,66,34,1,1,2,2142
1842,74405,0,30,43,1,1,1,109
1188,54666,37,38,41,1,1,1,35
398,42954,350,29,40,7,1,2,0
114,70186,0,39,44,1,1,1,0
366,30514,0,69,35,1,1,1,11355
0,36029,0,18,39,7,1,2,0
2802,24897,0,77,40,7,1,1,12266
99,10608,0,71,34,5,2,1,7238
610,57214,0,42,42,5,1,1,0
271,58212,0,51,40,1,1,1,0
1,64298,2,33,41,1,1,1,0
591,72718,0,68,41,1,1,1,12466
442,56788,0,66,43,1,1,1,11506
0,90856,1531,47,38,1,2,2,0
181,26983,0,54,41,5,1,2,0
0,23358,0,24,32,1,1,1,0
1349,58334,0,41,39,7,1,1,0
9,85831,0,31,42,1,1,1,0
1531,104602,457,40,44,1,2,2,0
458,36116,0,44,40,1,1,1,0
215,32140,0,50,39,5,1,2,251
1154,34845,0,47,33,1,1,2,0
0,32709,0,78,40,4,1,2,27
2,29999,0,35,39,5,1,1,0
0,36467,0,33,40,7,2,1,0
386,133194,0,30,41,1,1,1,0
0,13269,0,33,38,7,1,1,0
0,11676,0,71,39,4,1,2,15106
0,363,0,19,38,7,1,2,0
0,28201,0,22,39,1,1,1,0
1069,31862,0,74,41,1,1,1,14583
0,26950,0,23,38,7,2,1,0
3367,87976,0,51,45,7,1,2,0
0,42391,0,20,41,7,1,1,0
0,8874,0,61,40,1,2,1,6667
3688,131973,0,47,40,1,1,1,340
0,78909,0,36,44,7,1,2,0
2692,54470,0,59,40,7,1,2,0
522,32246,195,34,36,5,1,1,0
390,20528,0,75,37,4,1,2,11167
0,4625,0,25,43,7,4,1,0
183,74308,0,60,40,1,1,1,0
1,10117,0,89,34,4,2,2,2253
0,24092,0,41,40,6,1,2,0
0,18186,0,52,36,7,1,1,0
718,20270,0,73,38,1,1,1,13710
0,11656,0,30,34,7,1,2,0
869,20426,0,25,38,7,1,2,0
396,12066,0,74,36,5,1,2,273
1112,110460,0,38,43,1,1,1,0
1691,22123,0,38,34,1,1,1,0
0,40522,0,56,39,1,1,2,0
2546,27335,0,62,37,4,1,2,12611
1,20522,0,21,39,7,1,1,0
5,30640,0,24,36,1,1,1,0
0,18325,0,23,40,7,1,2,235
2168,39060,4017,41,39,5,1,2,0
72,14246,3034,26,34,7,1,2,46
1309,267745,0,56,43,1,1,1,0
254,48287,0,38,39,1,1,2,0
3254,5486,0,60,44,1,3,1,0
823,38878,0,31,44,1,1,1,0
2031,166755,0,61,41,1,1,1,0
0,17279,0,84,35,5,1,2,5496
1142,58448,0,63,40,1,1,1,13610
0,69306,0,29,43,7,1,2,0
1201,153327,0,38,39,1,1,1,0
0,30725,0,46,42,5,1,1,0
324,13579,0,72,36,4,1,2,9000
0,87140,0,30,39,1,2,2,0
301,33735,0,83,38,1,1,1,9913
0,46094,0,46,39,1,1,1,0
736,67745,0,43,43,1,1,1,0
0,30703,0,34,39,5,1,2,0
0,19805,0,76,37,4,1,2,10254
0,25095,0,27,42,7,4,1,325
4000,15761,1796,45,43,5,1,1,7570
1436,70753,0,35,44,1,1,1,0
659,52053,0,34,39,1,1,1,0
0,45263,0,38,41,7,1,2,0
1132,24240,0,63,36,6,2,1,637
0,51931,0,33,40,1,1,1,0
360,16635,0,71,35,1,1,1,4612
2,8913,0,70,35,4,1,1,0
13659,65460,0,49,38,1,1,2,0
1647,29938,0,70,39,5,1,2,11023
3524,78482,0,46,42,1,1,2,0
1708,196516,0,50,44,1,1,1,0
0,57802,46,25,43,7,1,2,0
1433,73552,0,54,40,1,1,1,0
760,40285,0,59,40,1,1,2,0
1,12478,0,41,36,7,1,2,0
378,72281,0,72,39,1,1,1,20747
2616,15353,0,71,39,4,1,2,8908
0,3184,0,17,40,7,2,2,236
5037,41771,0,77,41,4,1,1,12246
965,130550,0,82,39,1,1,1,6490
4222,14279,0,87,35,1,1,1,12400
1465,117181,0,38,39,1,1,1,0
283,15820,0,49,39,1,1,2,0
0,6333,2376,37,39,6,1,2,352
615,48037,0,64,42,1,1,1,14638
1987,12728,0,77,38,4,1,2,10921
167,19199,0,23,39,1,1,1,0
92,64217,0,55,40,1,1,1,0
0,23700,0,26,32,1,1,1,0
2543,8824,0,79,36,4,1,2,3650
13728,35414,0,41,39,1,1,2,0
0,13423,0,77,39,5,3,1,5518
0,103557,0,63,41,6,1,1,0
813,23439,0,54,38,1,2,1,0
4821,48383,0,58,43,7,1,2,3901
1232,35091,93,37,38,5,1,2,0
1798,63045,0,63,38,1,1,1,0
886,86702,0,44,42,1,1,2,0
906,44134,0,36,42,1,1,1,0
3885,19943,0,72,40,7,1,1,6894
1267,59808,0,47,39,1,1,1,0
7233,8011,5139,28,43,7,4,2,0
2351,35712,430,50,34,7,4,2,0
2356,132061,0,42,44,1,1,1,0
0,11866,0,56,38,1,1,2,0
398,49136,0,48,38,1,1,1,0
155,25388,6096,42,43,6,1,2,0
40,20922,0,43,38,1,2,1,0
1356,30437,0,64,39,1,1,1,7976
5949,95567,0,35,45,1,1,1,0
127,49473,267,44,42,6,1,1,0
180,37982,0,24,38,1,1,1,0
644,19490,0,72,37,5,1,1,11133
0,115046,0,52,43,5,1,1,0
245,10462,0,30,41,1,1,1,0
16,8906,0,69,34,4,1,1,11874
6510,50840,0,85,39,4,1,1,11904
0,12078,7,41,35,6,1,2,0
633,45543,0,17,39,7,1,2,0
0,2919,0,28,35,3,1,1,0
231,56194,0,18,37,7,1,1,0
0,33562,0,38,41,7,1,2,104
2807,24589,97,74,43,5,1,2,1436
2538,132842,59,38,43,1,1,1,43
57,64424,0,46,45,7,1,2,0
1824,16515,537,36,39,5,1,2,0
2030,95573,0,51,40,1,1,1,0
0,9540,0,31,42,7,1,1,0
819,66581,0,36,42,1,1,2,0
4085,31230,0,63,43,1,1,1,0
1017,79479,94,51,39,1,1,1,353
1058,33257,4098,29,39,7,4,2,0
0,50003,0,18,37,7,1,2,0
2765,191470,0,42,43,1,4,1,0
1570,59534,308,43,43,4,1,2,859
94,9477,0,45,32,4,1,2,0
577,146651,0,57,41,1,1,2,0
4204,65354,0,72,43,1,1,1,0
2273,103000,247,36,44,1,2,2,0
1724,109939,0,46,45,1,1,1,0
364,103614,0,73,39,4,1,2,3037
784,33186,0,43,37,1,1,1,0
408,28568,0,50,33,1,1,1,7803
144,51813,699,53,36,7,1,1,36118
415,35185,0,49,37,1,1,1,10794
300,31976,0,40,40,1,1,2,0
3294,89621,3051,44,43,1,1,2,899
3855,74842,0,68,40,1,1,1,3930
2315,47874,51,52,38,3,1,2,115
0,62392,20,25,43,7,1,2,0
1548,5397,0,47,41,7,1,1,3993
3754,45191,0,31,39,7,1,1,0
4126,128388,0,34,43,1,1,2,0
0,24429,0,32,43,7,1,1,0
1415,128070,0,51,43,1,1,2,0
3713,120738,0,44,42,1,1,1,0
1764,38294,0,38,39,5,1,1,1085
173,19303,0,44,36,1,1,1,11184
3019,64264,0,40,43,1,1,1,156
8205,40509,0,46,43,1,1,2,0
3086,55349,0,69,39,1,1,1,0
457,21821,0,72,37,4,1,1,13986
411,34713,0,24,40,1,1,1,0
1362,35028,1826,42,39,5,1,2,19991
0,15985,0,55,32,5,1,2,0
746,1492,0,60,40,7,1,1,0
6915,63851,16360,41,42,5,2,2,0
10,43610,0,33,43,6,2,1,0
0,40226,243,35,39,5,1,1,0
0,58769,7540,35,42,5,1,2,0
0,21984,0,63,33,1,4,2,0
1242,37073,0,46,41,1,1,1,0
919,107325,0,51,43,1,1,2,0
6817,26643,0,70,39,1,1,1,8064
457,55881,0,28,42,1,1,1,0
580,95788,0,45,40,1,1,1,983
3406,43436,0,57,39,1,2,2,0
1112,65678,0,27,41,5,1,2,0
3,94325,0,50,39,1,1,1,0
1201,23759,0,55,37,1,1,1,0
544,25134,0,45,42,1,2,1,0
18,17852,0,31,40,1,1,1,0
13,54183,0,30,38,1,1,1,0
779,91936,0,48,43,1,1,1,0
15,12887,0,73,39,4,1,2,11449
0,20428,0,21,35,1,1,2,0
923,87384,1613,59,39,5,1,1,0
601,74395,0,44,34,1,1,1,0
494,7750,0,41,39,4,1,2,0
6914,181112,0,38,44,7,1,1,0
0,9911,0,63,35,5,1,2,6547
721,12583,0,73,38,4,1,2,2746
0,110868,0,47,40,1,1,1,0
0,22773,0,50,40,1,2,2,8120
294,40800,5,44,39,1,1,2,0
288,27413,0,26,38,1,1,2,0
2130,1820,0,48,44,7,1,2,10280
2315,58851,341,24,38,5,4,1,1154
5333,19585,0,68,43,7,1,1,13534
960,47544,0,70,45,1,1,1,11231
0,84637,0,70,39,4,1,1,10591
0,82214,0,54,42,1,1,1,0
2245,53183,0,68,39,4,2,2,0
357,34460,0,54,39,4,1,2,0
618,34695,0,56,42,1,1,2,0
5170,70273,0,39,42,1,1,2,0
0,32922,0,78,42,7,1,1,10982
1209,101569,4722,39,43,1,2,2,0
3,1659,1407,27,37,7,2,2,0
0,6371,0,49,38,7,1,1,1613
0,17006,0,50,37,6,1,2,0
837,169326,0,59,43,5,1,1,0
292,4232,0,45,40,5,1,2,2366
1548,111868,0,45,43,5,1,2,0
106,23780,0,26,40,1,1,1,0
923,25437,0,39,33,1,1,1,0
2588,53761,0,60,45,5,1,1,0
49,26963,0,75,38,1,1,2,5057
0,30914,0,34,41,7,2,1,0
0,51191,0,51,33,1,1,2,1788
1349,3078,0,70,40,4,1,2,4070
534,21110,0,40,39,5,1,2,66
2927,43378,0,73,39,1,1,1,7496
1580,38308,0,67,39,1,1,1,11924
344,2955,0,86,39,3,1,2,0
190,21650,26,29,44,7,1,2,0
220,56108,0,46,39,1,1,1,0
602,45380,0,52,35,1,2,1,0
874,166222,0,30,43,1,1,1,0
606,41687,0,55,39,1,1,1,0
1973,259602,0,45,45,1,1,1,0
3685,61512,0,30,41,1,1,1,0
0,38563,0,25,39,1,1,1,0
1061,20352,0,42,40,3,1,2,0
3532,68140,0,46,41,5,2,2,0
1369,116733,0,42,41,1,1,2,0
0,19993,0,49,36,1,1,2,0
0,24003,0,80,38,1,1,1,895
0,35060,0,39,37,1,1,1,0
4077,37719,75,40,38,7,1,1,0
369,25333,3258,35,36,1,1,2,0
1540,87541,0,46,43,1,1,1,0
4825,83984,0,75,40,4,1,2,9794
1751,112959,0,24,40,7,1,1,0
289,8647,0,63,35,1,1,1,0
224,35433,0,50,39,4,1,2,663
3429,95332,0,70,43,1,1,1,338
0,22526,0,29,44,7,1,2,0
0,77405,0,45,39,1,1,1,0
1399,164640,0,41,39,1,1,1,0
0,10735,0,22,37,7,1,1,2584
5227,102970,0,44,43,1,1,1,0
0,22482,0,23,42,7,1,1,0
672,63936,227,45,39,1,1,1,0
432,50451,0,47,39,1,1,1,0
0,19328,9,36,39,7,1,1,0
1292,20738,0,46,39,7,1,1,0
0,202145,0,35,39,7,1,2,0
0,86440,0,44,42,7,1,1,0
1854,101954,64,52,42,1,1,2,0
0,70587,0,29,37,7,1,1,0
327,126149,0,22,36,5,1,2,0
1508,131714,0,45,43,1,1,1,0
0,23640,0,50,43,1,1,1,1542
60,6680,0,26,42,1,1,1,0
1704,25101,0,49,32,1,1,1,0
1041,20523,6436,39,36,5,1,2,0
2805,136247,0,72,39,1,1,1,13382
14278,37147,0,38,39,1,1,1,0
994,42734,0,44,41,6,2,1,0
0,15775,0,36,40,7,1,2,0
153,20341,0,40,33,1,1,1,0
2421,91732,0,42,42,1,1,1,0
892,22978,0,75,34,1,1,1,16345
9,32269,0,36,39,1,1,1,0
765,112793,0,42,43,1,1,2,0
1072,30099,0,38,33,1,1,1,0
1411,115967,0,45,43,1,1,1,0
237,45326,0,46,39,1,1,2,0
1303,64856,0,55,38,1,1,1,0
1795,20004,0,42,42,1,1,1,0
4897,32000,0,44,38,7,1,1,0
151,18114,0,75,39,1,1,1,8617
1307,45887,0,44,39,1,2,1,0
0,30763,0,28,36,7,4,2,0
1082,39516,62,41,41,1,1,2,0
364,39130,0,52,39,1,1,1,0
424,78699,0,52,39,1,1,2,0
2,118015,0,27,44,1,1,2,0
39694,317928,0,51,43,1,1,1,0
0,44852,0,31,39,7,1,2,0
2355,204830,0,38,45,1,1,2,0
1563,74,0,60,38,1,1,1,0
3993,52390,0,50,42,1,1,1,0
0,40726,0,41,39,5,1,1,0
629,56391,553,53,36,7,1,2,0
196,89689,0,79,38,1,1,1,14908
1073,73713,82,54,39,1,1,1,0
528,10951,3987,41,39,5,1,2,0
5,8200,0,71,37,3,1,2,6310
628,32079,0,30,39,7,1,1,0
2439,144662,0,38,43,1,1,1,0
0,11742,0,44,38,7,1,1,0
1584,34895,0,78,44,1,1,1,8484
5225,23066,0,44,38,5,1,2,0
2081,259405,0,43,40,1,1,1,0
2216,37421,0,29,40,1,1,1,0
0,160041,0,37,43,1,4,1,0
0,26367,0,35,39,6,1,1,0
0,82954,0,40,39,5,1,1,0
0,19316,0,28,39,7,1,1,0
1613,45323,0,38,38,5,1,1,0
1740,61216,18642,42,43,5,1,2,0
161,63344,227,34,38,1,1,2,0
1093,20977,0,86,35,4,1,1,11154
100,52301,0,69,35,1,1,1,17222
87,21556,58,38,32,7,1,2,0
1448,90673,0,60,42,1,1,1,0
0,54633,0,21,38,7,2,1,0
3930,51499,0,55,39,5,1,2,0
774,50087,0,52,36,1,1,1,117
12,83340,0,44,43,1,1,1,0
0,19589,0,50,43,7,3,2,0
2664,126343,0,38,43,1,1,2,0
