tax,income,csp,age,educ,marital,race,sex,ss
1180,19861,0,39,38,1,1,1,0
574,30731,0,47,38,7,1,2,0
821,18494,0,44,41,1,1,1,0
1544,50791,0,84,38,1,1,1,8532
1300,15977,0,69,36,6,1,2,1
465,33708,1,51,42,5,1,1,0
0,118848,0,36,42,7,1,1,0
1945,87378,0,78,45,1,1,1,2
15,19677,1,52,40,7,2,2,4
1256,76473,0,47,42,5,1,2,0
3976,138070,0,55,43,1,1,1,4
367,37558,1,69,39,4,1,2,5392
4492,133436,0,71,42,1,1,1,12982
0,28097,0,39,43,4,2,2,0
1615,131101,0,50,41,1,1,1,2
1953,86212,0,45,44,5,1,1,4
5,24357,1,79,40,4,1,1,14066
1453,13428,0,39,36,1,1,1,1
1752,126102,0,65,43,1,1,1,18672
1,38759,0,42,34,1,1,1,0
6,8521,0,33,39,7,2,2,4
1758,42069,1,46,44,1,1,1,0
475,11616,0,40,38,7,1,2,0
1553,52307,0,53,39,1,1,1,0
1221,43367,1,51,35,1,1,1,0
1150,44375,0,61,40,1,1,1,4
1174,55077,0,51,44,1,1,2,0
0,32852,0,38,40,1,1,1,1
3370,42788,0,61,40,3,1,1,2
2080,39083,0,45,37,1,1,1,0
1958,84798,1,40,43,5,1,2,1
2,14607,1,24,39,7,1,1,0
1137,80544,0,43,41,1,1,1,1
509,55552,1,66,38,1,2,2,0
4,199605,0,40,39,3,1,1,0
2,13659,0,48,38,7,1,2,10952
260,14296,0,37,38,5,1,1,0
1244,280974,1,41,43,5,1,2,4
2214,321269,0,66,41,1,1,1,0
514,44570,0,29,39,1,1,1,0
0,43794,1,39,38,7,1,1,7
611,85895,6859,39,42,1,1,2,0
6166,103546,0,42,41,5,1,1,1
0,40451,0,40,39,7,1,1,0
4588,49278,0,40,41,7,1,1,0
3,34671,0,41,36,1,1,1,2
1014,136562,0,39,44,1,1,1,0
0,42214,0,75,41,4,1,2,5036
784,54172,0,31,39,1,1,2,0
0,9937,0,48,38,7,4,2,0
828,46642,0,41,38,1,1,1,0
0,37267,0,57,35,1,1,1,0
420,21702,1,82,39,4,1,2,14668
743,37414,0,51,43,7,1,2,7
358,144418,0,52,34,5,1,2,0
0,16599,1,65,31,6,1,2,0
0,15152,0,67,39,7,1,2,11946
4737,117313,0,69,42,1,4,1,2
14,22973,0,28,39,1,1,1,0
0,16699,0,52,40,7,1,2,0
6230,82737,0,52,38,1,1,2,4
4,10133,1,39,39,7,2,1,0
0,18723,0,70,34,4,1,2,6290
13,17293,3371,54,38,5,1,2,0
471,21817,0,73,38,1,1,1,5727
0,19693,1,29,39,1,1,2,0
3276,49165,771,39,39,5,1,2,0
3445,37826,0,39,38,5,1,1,0
6328,93367,0,67,38,1,1,1,0
4,14483,0,39,38,1,1,2,5
172,113161,0,41,32,1,1,1,5
563,46627,1,58,39,5,1,1,10871
0,22659,0,80,38,1,1,1,6059
1206,86508,1,39,40,1,1,1,0
20,16311,0,25,39,5,1,1,0
676,41458,0,54,38,5,1,1,7
6,12311,0,34,41,7,2,1,0
2909,91155,0,53,43,5,1,1,0
0,10674,1,34,34,5,1,2,2
759,55490,1,75,38,1,1,1,8891
1468,18047,1,40,43,1,1,1,2
1609,138031,1,50,42,1,1,1,1
0,110706,0,40,43,5,1,1,0
4543,118835,0,38,42,1,1,1,4
1577,141547,0,41,43,1,1,1,4
0,21649,0,28,39,4,4,2,12086
0,47366,0,30,44,1,1,1,1
7,73837,0,39,38,1,1,2,0
533,42445,0,41,39,1,1,2,0
3104,14858,1,71,38,1,1,1,6128
1794,90622,0,50,43,1,1,1,0
0,16065,0,51,38,5,1,2,0
186,14685,0,56,32,4,2,2,0
0,7642,0,26,33,5,1,2,1
0,11633,0,46,39,7,1,1,1
3,47199,0,61,37,6,2,2,0
2127,21094,1,82,38,4,1,1,9503
4578,17946,1,80,39,4,1,2,10485
1,70508,0,39,40,5,2,2,1
0,21882,0,53,39,5,2,2,0
375,37978,0,43,39,3,2,2,0
781,81104,1,28,42,1,1,2,0
1244,43963,0,40,40,1,1,2,0
1,45431,0,56,34,1,1,1,1
1390,28619,1,64,38,1,1,1,0
549,73603,0,41,37,1,1,1,3
1358,152928,0,38,45,1,1,2,0
16,24509,0,31,38,7,2,2,3
0,7901,0,25,42,7,1,2,0
0,13880,0,41,39,7,1,1,0
840,147551,0,52,43,1,1,1,1
3714,160148,0,51,40,5,1,1,0
1249,49128,0,42,38,1,1,2,0
735,43910,1,41,38,1,1,1,0
3,16471,0,35,40,7,1,2,0
291,47218,0,41,38,4,1,1,6053
2229,21067,0,73,40,1,1,2,0
843,42325,1,53,40,1,1,1,0
0,14589,0,51,44,1,1,1,0
0,11351,1,29,43,5,1,2,0
1691,43550,0,28,43,1,1,2,2
12,16525,0,53,41,1,1,2,0
1175,52909,0,54,40,1,1,1,0
5673,78270,0,49,40,1,1,1,0
901,26852,1,85,39,4,2,2,11410
3909,372408,0,54,40,1,1,1,0
340,47636,0,67,40,5,1,2,0
220,61464,1,81,39,1,1,1,9222
394,40603,1,40,42,1,1,2,0
0,44736,0,51,38,1,1,1,0
506,40364,0,49,43,5,1,2,0
1242,144983,0,48,39,1,1,2,0
1154,73988,0,39,44,7,1,2,0
6001,56784,0,52,44,1,1,1,0
2595,141465,0,41,40,5,1,2,0
405,37099,0,29,42,1,1,1,0
0,16420,1,71,39,1,1,1,10657
1567,41454,1,44,38,1,1,1,0
1477,26385,0,72,39,1,1,2,8627
3988,287799,0,63,43,5,1,2,0
4394,49929,0,62,42,5,1,2,0
1526,51309,0,39,39,1,1,2,1
2464,93845,0,39,40,1,1,2,0
0,14925,0,39,38,1,1,1,11030
1152,18066,0,52,39,1,1,2,0
2,14777,0,40,38,4,2,2,6314
1980,138937,0,56,42,1,1,1,0
36,71427,0,72,39,1,1,1,3
816,86548,0,76,38,1,1,1,12408
0,41295,0,39,38,1,1,1,0
442,45218,0,52,42,5,1,2,0
4416,92226,0,39,38,1,1,1,0
1439,77454,0,52,39,1,2,2,0
1526,138731,0,43,44,1,1,1,0
0,12071,0,27,37,1,2,1,0
1469,85506,0,49,41,1,1,2,0
4939,150365,0,63,43,1,1,2,0
1945,54411,0,53,39,1,2,2,0
0,43730,1,23,39,7,2,1,4
413,38713,0,42,38,1,1,1,4
953,39363,0,40,43,1,1,1,0
1489,18541,0,66,38,1,1,1,9659
2640,82924,1,60,39,1,1,1,0
5,11476,0,38,39,3,2,1,0
9,13319,1,22,38,7,1,2,0
293,75817,0,66,43,1,1,1,16
1820,45683,0,51,39,1,1,1,0
28,17704,0,50,43,7,1,2,0
2833,52665,0,28,39,1,1,2,0
346,15677,1,44,34,5,2,2,0
11,16683,0,40,39,5,2,1,0
441,95828,0,44,32,1,1,1,0
605,41401,0,27,38,1,1,2,2
388,42707,0,40,43,1,1,1,0
2319,88485,0,41,39,1,1,1,0
14,78889,0,30,42,1,1,1,0
1918,33112,0,63,39,1,1,1,3
1463,101788,1,56,38,1,4,2,0
410,39066,0,35,38,7,1,2,0
5916,84406,1,55,39,1,1,1,5
528,41827,0,42,43,1,1,1,0
0,31480,0,37,38,5,1,2,0
592,47745,0,31,38,1,1,1,0
18,23368,0,40,38,7,2,1,2
553,57697,1,90,38,1,1,2,11217
1182,33926,3183,39,42,1,2,2,0
4,118266,0,54,42,1,1,2,0
1403,19991,0,37,39,5,1,2,1
828,48270,0,53,38,1,1,1,4
920,47861,0,82,40,4,2,1,4
0,23395,0,27,40,1,1,1,3
590,18326,0,69,32,5,1,1,9522
3279,127318,1,64,38,1,1,2,0
834,34458,0,52,38,1,1,1,0
1753,22443,0,69,40,1,1,1,11193
4,50584,1,25,44,7,1,2,0
861,55433,0,56,40,1,1,1,1
1257,78719,2,41,43,1,1,2,0
9,13122,0,28,32,7,1,2,4
0,18418,1,38,40,6,1,2,0
1112,29553,0,78,41,1,1,2,13958
544,49789,1,89,38,4,2,2,8839
7262,77145,0,50,42,1,1,1,1
1,19106,0,66,38,3,1,1,0
543,73095,0,43,38,1,1,1,7
549,32895,0,39,40,7,1,2,0
13,15913,0,37,39,6,1,2,0
769,253006,1,52,42,1,1,1,0
1037,85441,0,56,42,1,1,1,0
12,49680,0,65,40,4,1,2,10739
0,55178,0,82,42,5,1,2,5034
3963,260545,0,39,43,7,1,2,0
536,20027,0,70,38,1,2,2,11147
0,35215,1,40,36,7,1,1,4
229,33569,0,57,42,1,1,2,0
0,42763,0,25,43,5,1,2,5
7,19164,0,26,42,1,1,1,0
1102,204889,0,36,43,1,4,1,0
575,14332,0,41,38,1,1,1,0
15,11753,0,26,39,7,1,2,0
0,40037,0,28,39,7,1,2,0
2,44696,0,31,44,5,2,2,1
2135,50167,0,44,44,5,1,2,4
12,19459,0,37,44,7,1,1,0
1129,44324,3378,43,38,5,1,2,0
530,44754,1,53,43,1,1,1,0
534,70063,0,63,32,1,1,1,4
710,80960,0,40,43,1,1,2,4
2250,87729,0,57,42,1,1,1,2
2471,17272,1,81,38,1,1,1,5889
10,11545,0,63,39,5,2,2,0
3,11470,1,67,38,7,1,2,5787
1847,87610,0,50,38,1,1,1,0
592,44562,0,66,39,5,1,2,10489
6,17565,0,50,34,6,1,2,0
1407,59606,1,85,39,4,1,2,12247
6,122431,0,27,38,7,1,1,2
1246,50454,0,47,38,1,1,2,0
359,18036,0,66,39,4,2,2,10208
2176,82453,0,41,38,1,1,1,2
1442,83001,0,52,32,1,1,1,2
451,39211,0,36,40,7,1,1,0
658,39262,0,37,38,1,1,1,4
2059,154871,0,53,42,1,1,1,1
2059,88464,0,39,42,1,1,1,0
16,39262,0,42,39,1,1,1,3
544,66337,0,39,43,1,1,1,2
744,80409,1,50,38,1,1,1,5307
1491,66635,0,38,42,1,1,1,0
15,11561,0,81,42,1,3,1,6055
2228,309662,0,54,40,1,1,1,0
3015,314278,0,57,39,1,1,1,0
4,35100,0,37,38,5,1,2,2
3885,76164,0,65,38,1,2,2,0
0,18391,0,55,40,4,1,1,0
3857,316789,0,54,43,1,1,2,2
0,32396,1,41,42,7,1,2,2
1396,105000,1,42,38,1,1,1,0
583,136402,1,29,42,5,1,2,0
0,12910,0,75,33,4,1,1,9335
21,13546,0,40,40,5,1,2,0
54,20135,1,65,32,4,1,1,5009
303,30145,1,41,38,1,1,1,2
1535,154548,0,65,43,1,1,2,0
1658,124288,0,39,43,1,1,1,4
0,36623,0,36,38,5,1,2,0
590,19635,2,55,38,1,1,1,0
812,245287,0,44,38,5,1,2,0
543,42235,1,44,38,1,1,1,0
0,43284,0,27,41,1,1,1,0
0,67697,0,50,43,7,2,1,0
229,69994,1,50,43,1,1,1,1
4944,133235,0,53,43,1,1,1,0
1582,44275,0,27,31,3,1,1,0
920,18964,1,50,39,1,1,2,1
613,34568,0,41,38,1,1,1,0
2579,36346,0,54,42,4,1,1,13451
4245,159114,1,51,39,1,1,1,0
4,19355,1,54,39,1,1,1,0
3151,20340,0,67,39,4,2,2,0
8,37966,0,78,34,1,1,2,6251
666,40457,0,61,39,1,1,1,3
4758,75830,0,38,39,1,1,1,1
0,28048,1,39,33,5,1,2,0
190,12845,1,80,38,5,1,1,4432
1978,23494,0,69,40,1,1,1,5803
1431,137175,1,65,42,1,1,2,0
4524,77641,0,50,42,1,1,1,0
1334,84489,0,26,43,1,1,1,1
1104,33187,0,64,41,1,1,2,1
2,71464,0,51,42,1,1,2,6
1344,55435,1,46,38,1,1,1,0
0,25990,0,86,38,4,1,1,16253
0,16053,0,51,38,5,1,1,6
346,18596,1,53,31,1,1,1,0
4,39059,0,39,43,7,1,1,0
4668,120245,1,66,43,1,2,2,0
0,48034,0,27,40,7,1,2,0
2026,94200,0,56,40,1,1,1,0
0,14121,1,26,40,7,1,1,1
1647,77899,0,54,38,5,1,1,0
1,42648,0,38,39,1,1,2,0
76,38611,1,69,38,1,1,2,11719
3514,302529,1,36,45,1,1,1,0
258,38725,1,55,38,1,1,2,0
511,12273,0,33,38,7,1,2,1
2155,41026,0,52,38,5,1,1,0
347,54592,2,52,40,5,1,2,0
1316,58220,0,68,40,1,1,1,0
1,11292,0,26,40,7,1,2,0
446,17339,1,42,40,7,1,2,5427
5,12917,0,33,32,3,2,1,0
660,55635,0,39,39,1,1,1,0
2954,46334,0,39,43,1,1,2,1
2,13654,0,38,39,6,1,1,5
79,38136,0,62,42,1,1,1,0
8,133441,0,28,40,7,1,1,0
1713,80703,0,38,43,1,1,1,2
333,42516,0,39,39,5,2,2,0
6834,142347,3033,41,44,1,1,2,0
2372,177919,0,45,43,1,1,1,3
26,50289,0,52,34,5,1,1,0
1457,45997,0,54,42,1,1,1,0
6,80221,0,52,38,1,1,1,5
1082,43969,1,39,42,7,2,1,0
2955,139697,0,38,43,7,4,1,0
0,136601,0,57,42,1,1,1,0
1008,73321,23328,52,44,5,1,1,0
10,17593,0,51,35,5,2,2,0
1642,47132,0,63,43,7,1,1,1
417,13640,0,72,33,1,1,1,7590
2,44027,0,42,38,1,1,1,0
2218,69137,1,66,43,1,1,1,25
0,128927,1,53,38,7,1,2,0
1849,46100,0,48,43,7,1,2,0
4965,164229,1,53,40,7,1,1,0
10,59311,0,54,39,1,1,1,2
2993,83173,0,56,43,1,1,1,0
1364,76755,1,62,40,1,1,2,0
2137,77795,0,51,39,1,1,1,0
1796,54121,0,85,42,4,1,1,13338
0,16834,0,42,35,6,1,1,0
4231,91294,0,26,38,1,1,1,3
6,136437,1,53,45,1,1,1,0
3723,86460,1,42,43,1,1,2,0
1285,33365,0,40,45,1,2,2,0
2470,77749,0,41,42,1,1,1,4
1495,23000,0,39,40,1,1,1,1
417,47308,0,48,34,5,1,1,0
27,91945,0,54,39,5,1,1,1
455,46767,0,38,38,5,1,1,2
2341,84466,1,43,38,1,1,1,0
0,30815,0,73,31,1,1,1,0
580,22307,1,80,39,4,2,2,14963
1736,137485,0,53,45,1,1,1,0
1507,248655,0,54,32,1,1,1,0
522,85078,0,86,42,1,1,1,1
43,45195,0,43,39,1,1,1,0
145,16868,0,84,32,4,1,1,3939
593,45264,1,40,36,5,1,1,0
746,92595,0,68,38,1,1,1,0
792,84347,0,75,43,4,1,2,5498
35,82745,0,40,43,5,1,1,0
1579,78710,0,65,43,1,2,1,0
155,90414,0,29,40,7,1,2,2
28,16965,0,80,37,1,1,2,0
10,9121,0,39,40,1,1,1,0
3,35059,0,27,39,6,2,2,0
0,64778,0,37,38,7,1,2,3
17,47528,0,51,39,5,1,2,2
3321,176429,0,69,43,1,2,1,0
564,49414,0,41,40,5,1,2,0
1253,90213,0,54,39,1,1,1,0
214,41079,0,53,39,1,2,1,0
614,39026,1,43,42,1,1,1,0
6,44814,0,78,39,5,1,1,12857
4915,76982,0,40,40,1,1,1,0
3094,52571,2,68,38,5,2,1,0
1023,153648,0,69,44,1,1,1,3
695,88430,0,55,42,1,1,1,4
3404,53047,2,55,38,1,1,1,0
1126,124465,0,31,45,1,1,1,0
0,14426,1,53,32,1,1,1,0
0,78642,0,29,40,1,1,2,0
1,32991,2,72,42,1,2,1,0
6279,150255,1,67,42,1,1,1,0
17,75495,1,62,39,5,1,1,0
9,42513,0,37,36,1,1,1,0
194,20476,1,86,39,1,1,1,11623
772,19592,0,74,45,1,1,1,0
3,87125,0,39,42,1,1,1,0
5,19143,1,39,43,4,2,2,0
9,16648,0,39,31,7,2,1,0
7,20105,2,72,39,4,1,2,0
1703,112939,0,57,42,5,1,2,1
3,132429,1,48,42,7,1,2,0
823,156025,0,48,43,1,1,2,0
517,29293,0,39,39,5,2,2,0
591,80630,0,56,43,1,1,2,5
2,79785,1,55,39,5,1,2,0
4855,25320,0,59,42,1,1,1,0
470,53372,0,42,40,1,1,2,0
0,17146,0,89,31,4,1,2,9303
910,52792,1,52,39,1,2,1,0
441,50572,2,50,39,1,1,1,0
393,13051,0,38,38,1,1,1,0
618,15956,2,67,35,5,1,2,0
540,41137,0,82,38,4,1,2,12846
1383,97877,0,38,42,1,1,1,0
1875,48097,1,56,40,5,1,2,3
0,33260,0,41,32,1,1,1,2
2421,71964,0,40,39,7,1,1,0
9,23394,0,27,42,1,1,1,0
634,82880,0,41,42,1,4,2,0
0,40043,0,48,39,5,2,1,3
4,14707,1,74,39,7,2,2,3743
776,21160,0,71,40,1,1,1,12642
8,17853,0,39,40,5,2,1,1
460,31308,0,40,38,1,1,1,2
326,45124,1,34,38,1,1,2,0
786,29848,0,53,39,1,4,1,0
620,72545,0,37,40,1,1,1,0
0,42756,0,28,42,5,1,1,0
0,10640,1,27,35,7,1,1,14101
300,132272,0,56,39,1,1,1,10805
237,52185,0,41,39,1,1,1,3
707,70311,0,36,42,1,1,1,0
1437,53624,0,68,41,1,1,2,0
596,42797,1,47,39,1,1,2,0
1117,75432,0,63,42,5,1,2,2
556,20414,0,72,39,4,1,2,8776
2174,49852,0,66,39,1,1,1,5
3,14799,0,38,44,1,1,2,0
0,17987,1,41,38,1,1,1,0
4,16210,0,38,41,5,1,1,2
2130,79686,0,54,40,1,1,1,0
2123,70336,0,40,42,1,1,1,0
2810,36284,0,40,43,1,1,1,0
773,70377,0,49,39,1,1,1,0
0,15567,1,86,39,5,1,2,3
1072,13479,1,63,38,1,1,2,0
5,16196,2,37,37,1,4,1,0
17,22932,1,80,37,4,1,2,8806
736,140695,0,42,43,1,1,2,0
1631,96951,0,52,39,1,1,2,10710
1398,50156,0,41,43,7,1,1,1
0,14685,0,83,40,4,1,2,10537
1548,171657,0,51,42,1,1,2,1
0,45138,1,41,40,7,1,2,0
1263,88496,0,55,43,1,1,1,0
441,24195,1,70,38,1,1,1,0
3363,300382,0,26,42,1,1,1,1
1345,35482,2,50,38,1,1,1,0
770,48387,1,73,42,4,1,2,9810
0,29689,0,72,31,1,1,1,10910
611,41371,1,82,38,4,4,1,13992
729,313102,0,68,41,1,1,1,0
4,36468,0,27,39,1,1,1,0
980,20960,0,56,34,1,1,1,0
615,22088,1,29,40,1,2,2,0
473,41530,0,29,38,1,1,1,0
1249,15817,1,54,43,1,1,2,0
1393,19322,0,48,40,7,1,2,0
739,45789,0,40,38,1,1,1,0
584,27474,0,30,40,7,1,2,1
271,79764,0,44,43,1,1,1,3
5,42646,0,42,40,1,1,1,0
1014,69604,0,69,39,1,1,1,0
1613,73068,0,50,44,1,1,1,6
1,136614,0,42,39,1,4,1,0
348,14898,1,42,39,6,1,2,0
2295,45757,0,42,38,1,1,2,0
731,87130,0,39,40,1,1,1,0
2663,22139,0,78,42,4,1,2,10110
1333,127356,1,41,43,1,1,1,0
3,30218,0,42,34,6,1,1,2
0,45027,1,29,36,3,1,1,2
3219,49685,0,53,40,5,1,1,1
5,34439,0,29,40,7,1,1,0
2269,49488,1,39,39,1,1,1,2
536,144587,0,56,42,5,1,2,0
2435,42549,1,71,39,5,1,1,0
0,46721,1,73,38,1,2,1,0
1351,45191,1,54,42,5,1,2,0
538,21347,3435,39,38,1,1,2,0
1,19253,0,29,43,7,1,1,0
1954,48243,1,58,42,1,1,1,0
1,52589,0,65,40,6,2,1,0
232,33750,0,39,38,1,1,1,4
1124,88349,1,42,38,1,1,2,0
5027,100225,0,50,45,1,4,1,0
0,38695,2686,39,39,5,1,1,2
3632,73800,0,49,38,1,1,1,0
3,32365,0,37,43,1,1,1,3
4714,55716,0,67,39,4,1,2,10163
0,16661,0,41,39,5,1,1,0
4,18595,0,82,40,4,2,2,15255
482,12991,7902,37,38,7,1,1,6
4266,107852,1,67,41,1,1,2,0
0,23563,1,84,34,1,1,1,7893
0,35567,0,42,38,7,1,2,0
2147,75900,0,52,39,1,2,1,0
1,26958,1,28,35,7,2,2,4
1143,50778,2,40,43,7,1,2,1
0,24098,0,77,42,4,1,2,0
10,18148,3122,42,38,7,1,2,1
2,17205,0,40,42,7,1,1,2
2286,94399,0,36,43,1,1,1,0
0,16242,0,26,41,5,1,2,0
9,46218,0,41,40,1,1,1,0
6,44842,0,27,44,7,1,1,0
1933,19532,3171,40,38,5,1,2,2
2748,151053,1,52,44,1,1,1,1
492,44117,0,65,39,1,1,1,5319
1303,53610,1,45,43,1,1,1,0
772,21516,1,85,34,1,1,1,10827
0,45618,0,39,39,5,1,2,0
2803,140865,0,77,39,4,1,2,3818
212,43858,0,51,38,1,1,2,0
0,16847,0,41,33,1,1,1,0
685,76537,1,55,39,1,1,1,1
974,45702,0,68,39,1,1,1,11074
610,18822,0,41,39,5,1,2,0
2247,56260,1,66,46,1,1,1,13815
897,49694,0,51,34,5,1,2,1
8,78199,1,30,42,1,1,1,0
6,13393,740,26,44,7,1,2,0
10,88160,0,37,39,1,1,1,4
2452,38127,1,62,42,5,1,2,5942
7,37703,0,29,34,1,1,1,0
506,38118,0,67,42,5,4,2,5775
0,57382,0,27,39,1,2,2,0
6,51325,0,40,42,1,1,1,0
705,43131,0,53,40,5,1,2,3
3128,91081,0,51,42,1,1,1,0
0,19053,0,27,39,7,1,2,0
0,39086,0,36,39,1,4,1,0
6,36324,0,27,38,6,2,2,0
1227,37518,0,39,38,1,4,2,0
0,73035,0,28,39,1,1,1,0
1391,43953,2,26,38,1,1,2,0
817,48809,0,61,43,1,1,1,0
686,65587,0,53,42,1,1,1,3
0,77893,0,38,44,1,1,1,3
9,11941,0,37,36,6,1,2,5
1364,84580,0,28,39,1,1,2,2
1545,76833,1,40,40,5,1,2,0
597,12881,0,67,40,1,1,1,2
0,58505,0,27,40,1,1,2,6
396,42329,0,62,34,1,1,1,3
350,89036,0,54,38,1,1,1,0
1577,55344,0,50,38,3,1,1,2
517,33780,0,36,38,1,4,1,0
4,139136,1,26,43,7,4,2,0
4,81564,0,51,40,1,1,2,2
0,41468,0,38,38,3,1,2,3
381,15014,0,38,39,7,2,2,2
0,45737,0,44,35,5,1,1,1
1431,296893,0,53,35,1,1,1,5
1581,52271,0,53,40,1,2,2,0
2470,92945,0,50,43,1,1,2,0
499,38717,0,68,40,6,2,2,3
1051,51299,0,40,40,7,1,1,1
790,14979,1,89,33,4,1,2,13024
0,51165,0,28,39,7,1,1,0
1194,16892,0,37,42,7,1,1,0
2388,40473,0,50,40,1,1,2,0
